sample,genome_id,genome_abundance,cod_group,score,credible,configured,panel_id,confidence,matched_markers,missing_requirements,markers_detected,markers_in_panel,weighted_completeness,requirement_coverage,marker_coverage
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_fa,0.14884,false,true,lcfa_beta_oxidation,partial,fadA;fadD,fadE;fadB;one_of(etfA|etfB),2,6,0.4,0.4,0.4
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,ackA;acs;pta;thl,bcd;etfA;etfB;one_of(adhE|adh);one_of(adhE|aldh),4,12,0.3333333333333333,0.2857142857142857,0.5
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;acs;pfor;pta;thl,bcd;etfA;etfB;lctD;one_of(lctB|lctC),5,13,0.375,0.375,0.5555555555555556
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,cat;thl,bcd;etfA;etfB;one_of(hbd);one_of(crt);one_of(adhE|adh);one_of(adhE|aldh),2,10,0.23076923076923078,0.2222222222222222,0.25
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,cat;pfor;thl,bcd;etfA;etfB;lctD;one_of(hbd);one_of(crt);one_of(lctB|lctC),3,11,0.2857142857142857,0.3,0.3333333333333333
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_VFA_deg,0.4037946428571429,false,true,syntrophic_propionate_mmc,partial,fdhA;hydA;mmcE;mmcF;mmcG;pfor,sucC;sucD;one_of(fumB);one_of(mdh),6,10,0.7142857142857143,0.5,0.75
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_et,0.16999999999999998,false,true,ethanol_to_acetyl_coa,partial,ackA;acs;pta,one_of(adhE|adh);one_of(adhE|aldh),3,6,0.3,0.3333333333333333,1.0
FW_TWAS_AS_rep_2,GCA_035351355.1,0.01293759512937595,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_ch,1.0,true,true,starch_utilization,high,agl;cazy_GH13;susC;susD,"",4,4,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_pr,1.0,true,true,proteolysis_and_peptide_import,high,dtpT;endopeptidase;extracellular_protease;oppA;oppB;pepN;pepO,"",7,7,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_li,0.5833333333333334,true,true,lipolysis,low,acylglycerol_lipase;fadD;lipase,"",3,6,0.5833333333333334,1.0,1.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_su,0.4336742424242424,false,true,hexose_fermentation,partial,gapA;glcP;pfkA;pfor;pyk,pgi,5,9,0.5454545454545454,0.8333333333333334,0.8333333333333334
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_aa,1.0,true,true,general_amino_acid_catabolism,high,dppA;dtpT;gdh;ilvE;oppA;pfor;tdcB,"",7,7,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_fa,1.0,true,true,lcfa_beta_oxidation,high,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_ac_et,0.7333333333333333,true,true,ethanol_acetate_chain_initiation,medium,acs;adh;aldh;bcd;crt;etfA;etfB;hbd;thl,"",9,12,0.7333333333333333,1.0,1.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,acs;bcd;crt;etfA;etfB;hbd;pfor;thl,lctD;one_of(lctB|lctC),8,13,0.625,0.75,0.8888888888888888
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;aldh;bcd;crt;etfA;etfB;hbd;thl,cat,8,10,0.6923076923076923,0.8888888888888888,1.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;crt;etfA;etfB;hbd;pfor;thl,cat;lctD;one_of(lctB|lctC),7,11,0.5714285714285714,0.7,0.7777777777777778
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_VFA_deg,0.6890624999999999,false,true,syntrophic_butyrate_oxidation,partial,bcd;crt;etfA;etfB;hbd;hydA;thl,one_of(rnfB),7,9,0.75,0.875,1.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_Me_ac,0.0,false,true,acetoclastic_acs,none,acs,forbidden(mvhG);mcrA;one_of(cdhC|cdhD|cdhE),1,7,0.2222222222222222,0.3333333333333333,0.25
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_et,0.5,true,true,ethanol_to_acetyl_coa,low,acs;adh;aldh,"",3,6,0.5,1.0,1.0
FW_TWAS_AS_rep_2,GCA_963746195.1,0.011105473814758442,X_lac,0.08027777777777777,false,true,lactate_to_pyruvate,partial,pfor,lctD;one_of(lctB|lctC|rnfB),1,5,0.25,0.3333333333333333,0.3333333333333333
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_ch,0.5714285714285714,false,true,starch_utilization,partial,cazy_GH13;susC,"",2,4,0.5714285714285714,1.0,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_pr,0.7058823529411765,true,true,peptide_scavenging,medium,dppA;dppB;dppC;endopeptidase;oppA;oppB;pepA;pepN;pepQ,"",9,13,0.7058823529411765,1.0,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_li,0.6666666666666666,true,true,lipolysis,low,acylglycerol_lipase;fadD;lysophospholipase;phospholipase,"",4,6,0.6666666666666666,1.0,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_su,0.48636363636363633,false,true,hexose_fermentation,partial,gapA;lctD;pfkA;pfor;pgi;pyk,one_of(ptsG|glcP),6,9,0.5454545454545454,0.8333333333333334,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_aa,0.9,true,true,general_amino_acid_catabolism,high,dppA;gdh;ilvE;oppA;pfor;tdcB,"",6,7,0.9,1.0,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_fa,1.0,true,true,lcfa_beta_oxidation,high,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_ac_et,0.8666666666666667,true,true,ethanol_acetate_chain_initiation,medium,ackA;acs;adh;aldh;bcd;crt;etfA;etfB;hbd;pta;thl,"",11,12,0.8666666666666667,1.0,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_ac_lac,1.0,true,true,lactate_acetate_chain_initiation,high,ackA;acs;bcd;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;pta;thl,"",13,13,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;aldh;bcd;crt;etfA;etfB;hbd;thl,cat,8,10,0.6923076923076923,0.8888888888888888,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;thl,cat,10,11,0.8571428571428571,0.9,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_VFA_deg,1.0,true,true,syntrophic_butyrate_oxidation,high,bcd;crt;etfA;etfB;fdhA;hbd;hydA;rnfB;thl,"",9,9,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;cdhC;pta,mcrA,3,8,0.3333333333333333,0.75,0.6
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,fwdA;mer,mcrA;one_of(ftr);one_of(mch),2,8,0.2222222222222222,0.4,0.3333333333333333
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_et,0.7,true,true,ethanol_to_acetyl_coa,medium,ackA;acs;adh;aldh;pta,"",5,6,0.7,1.0,1.0
FW_TWAS_AS_rep_2,GCA_034676565.1,0.0102880658436214,X_lac,1.0,true,true,lactate_to_pyruvate,high,lctB;lctC;lctD;pfor;rnfB,"",5,5,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_ch,0.03283203125,false,true,xylan_utilization,partial,xylB,xylA;one_of(cazy_GH10|cazy_GH11);one_of(cazy_GH43|cazy_CBM6),1,6,0.125,0.25,0.25
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_pr,0.8235294117647058,true,true,peptide_scavenging,medium,dppA;dppB;dppC;dtpT;oppA;oppB;pepA;pepN;pepO;pepQ;pepT,"",11,13,0.8235294117647058,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_li,0.5,true,true,lipolysis,low,acylglycerol_lipase;fadD;lysophospholipase,"",3,6,0.5,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_su,0.6484848484848486,false,true,pentose_fermentation,partial,adhE;gapA;pfor;pyk;xylB;xylF,xylA,6,8,0.7272727272727273,0.8333333333333334,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_aa,1.0,true,true,general_amino_acid_catabolism,high,dppA;dtpT;gdh;ilvE;oppA;pfor;tdcB,"",7,7,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_fa,1.0,true,true,lcfa_beta_oxidation,high,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_ac_et,0.9333333333333333,true,true,ethanol_acetate_chain_initiation,high,acs;adh;adhE;aldh;bcd;crt;etfA;etfB;hbd;pta;thl,"",11,12,0.9333333333333333,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,acs;bcd;crt;etfA;etfB;hbd;lctC;pfor;pta;thl,lctD,10,13,0.75,0.875,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;adhE;aldh;bcd;crt;etfA;etfB;hbd;thl,cat,9,10,0.8461538461538461,0.8888888888888888,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;crt;etfA;etfB;hbd;lctC;pfor;thl,cat;lctD,8,11,0.6428571428571429,0.8,0.8888888888888888
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_VFA_deg,0.853125,false,true,syntrophic_propionate_mmc,partial,fdhA;hydA;mdh;mmcE;mmcF;mmcG;pfor;sucC;sucD,one_of(fumB),9,10,0.9285714285714286,0.875,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,mtrA;pta,mcrA;ackA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.25,0.4
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,fwdA;mtrA,mcrA;one_of(ftr);one_of(mch);one_of(mtd|mer),2,8,0.2222222222222222,0.2,0.3333333333333333
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_et,0.9,true,true,ethanol_to_acetyl_coa,high,acs;adh;adhE;aldh;pta,"",5,6,0.9,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044230475.1,0.00792040137550031,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,lctC;pfor,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_ch,1.0,true,true,starch_utilization,high,agl;cazy_GH13;susC;susD,"",4,4,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_pr,1.0,true,true,proteolysis_and_peptide_import,high,dtpT;endopeptidase;extracellular_protease;oppA;oppB;pepN;pepO,"",7,7,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_li,0.3333333333333333,false,true,lipolysis,partial,acylglycerol_lipase;fadD,"",2,6,0.3333333333333333,1.0,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_su,0.48636363636363633,false,true,hexose_fermentation,partial,gapA;lctD;pfkA;pfor;pgi;pyk,one_of(ptsG|glcP),6,9,0.5454545454545454,0.8333333333333334,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_aa,1.0,true,true,general_amino_acid_catabolism,high,dppA;dtpT;gdh;ilvE;oppA;pfor;tdcB,"",7,7,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_fa,1.0,true,true,lcfa_beta_oxidation,high,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,acs;adh;bcd;crt;etfA;etfB;hbd;pta;thl,one_of(adhE|aldh),9,12,0.7333333333333333,0.8571428571428571,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_ac_lac,0.9375,true,true,lactate_acetate_chain_initiation,high,acs;bcd;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;pta;thl,"",12,13,0.9375,1.0,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;bcd;cat;crt;etfA;etfB;hbd;thl,one_of(adhE|aldh),8,10,0.7692307692307693,0.8888888888888888,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_chain_lac,1.0,true,true,lactate_reverse_beta_oxidation,high,bcd;cat;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;thl,"",11,11,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_VFA_deg,1.0,true,true,syntrophic_butyrate_oxidation,high,bcd;crt;etfA;etfB;fdhA;hbd;hydA;rnfB;thl,"",9,9,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,pta,mcrA;ackA;one_of(cdhC|cdhD|cdhE),1,8,0.1111111111111111,0.25,0.2
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,fwdA,mcrA;one_of(ftr);one_of(mch);one_of(mtd|mer),1,8,0.1111111111111111,0.2,0.16666666666666666
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_et,0.31333333333333335,false,true,ethanol_to_acetyl_coa,partial,acs;adh;pta,one_of(adhE|aldh),3,6,0.4,0.6666666666666666,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,0.007582163594340155,X_lac,1.0,true,true,lactate_to_pyruvate,high,lctB;lctC;lctD;pfor;rnfB,"",5,5,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_ch,0.7142857142857143,true,true,starch_utilization,medium,agl;cazy_GH13,"",2,4,0.7142857142857143,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_pr,0.8235294117647058,true,true,peptide_scavenging,medium,dppA;dppB;dppC;dtpT;oppA;oppB;pepA;pepN;pepO;pepQ;pepT,"",11,13,0.8235294117647058,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_li,0.5,true,true,lipolysis,low,esterase;fadD;lipase,"",3,6,0.5,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_su,0.6692307692307693,false,true,entner_doudoroff,partial,adhE;eda;edd;gapA;pfor;pyk,one_of(ptsG|glcP),6,9,0.7692307692307693,0.8,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_aa,1.0,true,true,general_amino_acid_catabolism,high,dppA;dtpT;gdh;ilvE;oppA;pfor;tdcB,"",7,7,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_fa,1.0,true,true,lcfa_beta_oxidation,high,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_ac_et,0.9333333333333333,true,true,ethanol_acetate_chain_initiation,high,acs;adh;adhE;aldh;bcd;crt;etfA;etfB;hbd;pta;thl,"",11,12,0.9333333333333333,1.0,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,acs;bcd;crt;etfA;etfB;hbd;lctC;pfor;pta;thl,lctD,10,13,0.75,0.875,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;adhE;aldh;bcd;crt;etfA;etfB;hbd;thl,cat,9,10,0.8461538461538461,0.8888888888888888,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;crt;etfA;etfB;hbd;lctC;pfor;thl,cat;lctD,8,11,0.6428571428571429,0.8,0.8888888888888888
FW_TWAS_AS_rep_2,GCA_044223705.1,0.0072157393314166525,X_VFA_deg,0.853125,false,true,syntrophic_propionate_mmc,partial,fdhA;hydA;mdh;mmcE;mmcF;mmcG;pfor;sucC;sucD,one_of(fumB),9,10,0.9285714285714286,0.875,1.0
