sample,feature_id,genome_id
FW_TWAS_AS_rep_2,ASV_8403221786f306c2496ad4cfa24b8515e767c449,GCA_016716985.1
FW_TWAS_AS_rep_2,ASV_bdfb43ac0fa52a13febec2c75a18341c562de933,GCA_038206395.1
FW_TWAS_AS_rep_2,ASV_6676695a5faff34b3a4e3efd8a16310349ef011f,GCA_041396145.1
FW_TWAS_AS_rep_2,ASV_fbb641edd647e1cfc20b088993de610e25657973,GCA_044227805.1
FW_TWAS_AS_rep_2,ASV_1c41b9aab3de3971aef8a6aaeb04a98716f7b2b6,GCA_046330555.1
FW_TWAS_AS_rep_2,ASV_35f3d474729ffd44c6ce04dd799f9b25bee217d5,GCA_945868735.1
FW_TWAS_AS_rep_2,ASV_fb18c698a00f03323d87e68f4bad2e6abae99bd6,GCA_046329445.1
FW_TWAS_AS_rep_2,ASV_988e395351d3c08015c58be8b600ec79e81f8278,GCA_002849245.1
FW_TWAS_AS_rep_2,ASV_79c253bcf38f196985fbdec34645181984330df8,GCA_023382815.1
FW_TWAS_AS_rep_2,ASV_fe28dd610548fd43f99f1778bb231a03a8af57dc,GCA_049290055.1
FW_TWAS_AS_rep_2,ASV_9d9058408285eea76ec9e63971fe1e39e91d267a,GCF_049943315.1
FW_TWAS_AS_rep_2,ASV_344aebdef297033af095ed72177ff5b105d85680,GCF_004127515.1
FW_TWAS_AS_rep_2,ASV_1eeb4b4633a9a685d4e9b62f1eeca0df0822fccd,GCA_937858635.1
FW_TWAS_AS_rep_2,ASV_bc308b36e3fdbc8730e4eaedac151b0744605529,GCA_016793045.1
FW_TWAS_AS_rep_2,ASV_a412dc355d92819e27d1b527031db935d153b66a,GCA_037046755.1
FW_TWAS_AS_rep_2,ASV_3df6d89481a9488de8f36f2ff4f634e0c5262fd3,GCA_018242085.1
FW_TWAS_AS_rep_2,ASV_fd680ce4a3e26b77c38dbe4bff95f3207564a1d9,GCA_041674545.1
FW_TWAS_AS_rep_2,ASV_b328f9fe6302b013944a6d341105e24ef7bcb185,GCA_943370345.1
FW_TWAS_AS_rep_2,ASV_9896d378e9ff52e2c79ed602a22f5e49df0009e6,GCA_963736865.1
FW_TWAS_AS_rep_2,ASV_2eb2c7eef290c9fae65aede58f36478fc935f022,GCF_016711745.1
FW_TWAS_AS_rep_2,ASV_d22333a353bc99977bb9576dc31e8775dc4d47ad,GCA_963847865.1
FW_TWAS_AS_rep_2,ASV_7a1851ae1b5bd8aededa6762d657066dade7020b,GCA_046348185.1
FW_TWAS_AS_rep_2,ASV_3e54b6655f7f2a1797c3d042bce148e5c4076d2e,GCA_044351045.1
FW_TWAS_AS_rep_2,ASV_bd0b8b01b0968166f6fe3b45da8c31c243850eeb,GCA_964247385.1
FW_TWAS_AS_rep_2,ASV_d92dda4f2e75fd6fc21c1b7baa1dfe94bc435ef4,GCA_016717055.1
FW_TWAS_AS_rep_2,ASV_d59504fd5707e3315c0809168a0f6078ff7e1aff,GCF_013337765.1
FW_TWAS_AS_rep_2,ASV_deffee29e5384a5a5eaf72970fa81fdc499eb8c4,GCA_016721425.1
FW_TWAS_AS_rep_2,ASV_d914ddbaf284e07e0204036992aecab27a3cbb6b,GCA_016714715.1
FW_TWAS_AS_rep_2,ASV_4dd00c7869484c54b98eba8729ce2acde1877c78,GCA_001604475.1
FW_TWAS_AS_rep_2,ASV_9df543068bf023fb2b7d98e5f5115a5b2ef4d07b,GCA_016717165.1
FW_TWAS_AS_rep_2,ASV_e42f2399d870b863a20ddd792927b50da7de1642,GCA_964633905.1
FW_TWAS_AS_rep_2,ASV_37f1308a17ad23293fd0e4a0ab74b8adaf6e58ad,GCA_963748985.1
FW_TWAS_AS_rep_2,ASV_7a63c341466e85383c07bb0d221d36c86538a32f,GCA_016713435.1
FW_TWAS_AS_rep_2,ASV_4df6221c8e45e3d80a2ad3c26b9fd9ae733755f5,GCA_937873755.1
FW_TWAS_AS_rep_2,ASV_4975be42e557d96f06fa11605e91f2075ca3a6db,GCA_046348585.1
FW_TWAS_AS_rep_2,ASV_8f3fb3f37003141387237e917396ba80a63e6fb2,GCA_016714645.1
FW_TWAS_AS_rep_2,ASV_c4760e48e8b9e0346534fc092d7ea0b181b9d881,GCA_016704885.1
FW_TWAS_AS_rep_2,ASV_b29db807d1e5d7ee44301c4ddde71b3febf23e33,GCA_016722575.1
FW_TWAS_AS_rep_2,ASV_2a5211eebe70a981d4eb896ba21869dc171fb7b1,GCA_964448465.1
FW_TWAS_AS_rep_2,ASV_bcf6c4c79ef621008a4ffa4b3104eeb4210a0118,GCF_049943315.1
FW_TWAS_AS_rep_2,ASV_15bfc085b15564af0079d715211d4d814f1ca14d,GCA_963776685.1
FW_TWAS_AS_rep_2,ASV_838010ce795ce05d0b97f422fc017070e9175904,GCA_009927175.1
FW_TWAS_AS_rep_2,ASV_9e668dc359b5cc60b61dea06bf4d53ac967a3946,GCA_035434045.1
FW_TWAS_AS_rep_2,ASV_e165e94621ad4095c9ee6ef6dd62892b3979f99f,GCA_046329695.1
FW_TWAS_AS_rep_2,ASV_dbedc23d4b356002e5fdaf8898b5989c5ca3d690,GCA_041910895.1
FW_TWAS_AS_rep_2,ASV_13da58439a716a4500f6ec169402d5c97c5c3ed6,GCA_018240425.1
FW_TWAS_AS_rep_2,ASV_cb1fc5be6bc5790d96ff6d5552a6bd7f5b6f3845,GCA_016795365.1
FW_TWAS_AS_rep_2,ASV_fe976ba5b98462326bc1934fb98580d34ebfa3ff,GCA_044224235.1
FW_TWAS_AS_rep_2,ASV_d697e52ad2744602560297755934f30180af1754,GCA_963746195.1
FW_TWAS_AS_rep_2,ASV_d2d536ed789516edb1d9acb4a0714d34f07917d3,GCA_044220715.1
FW_TWAS_AS_rep_2,ASV_c3aa10d506d278cc6c9b5b36f490971651427325,GCA_037046685.1
FW_TWAS_AS_rep_2,ASV_5693674871d0fd53ab726528df017427f96797fa,GCA_019636095.1
FW_TWAS_AS_rep_2,ASV_4f5c413cf399feb9001d2c6209020baaeb505f3c,GCA_016721435.1
FW_TWAS_AS_rep_2,ASV_b63bc6392b66e6defb5e027e87f3b6f5352b955a,GCF_049943315.1
FW_TWAS_AS_rep_2,ASV_d99c57a8603239b5d2ed99aa55d0c8ea1d713322,GCA_017303335.1
FW_TWAS_AS_rep_2,ASV_4d296f551ba667e2d12533b804d38c39f30bcec4,GCA_016713585.1
FW_TWAS_AS_rep_2,ASV_b9a312ee1f72717d7bad8df20ef5069a9372b86f,GCA_964527785.1
FW_TWAS_AS_rep_2,ASV_f1d00dfa0b6f577024a28b9a8e4dd0cfb5495ae8,GCA_008933705.1
FW_TWAS_AS_rep_2,ASV_44c8484481a00fd6ca6d80da73d71fe29810d91b,GCA_035351355.1
FW_TWAS_AS_rep_2,ASV_8e4daae2d3d5f140c2bd89eb32cc347d8247ddbc,GCA_017347485.1
FW_TWAS_AS_rep_2,ASV_fd4c2ffac8972ca4a918174d0f8281c25b3ca708,GCA_016705885.1
FW_TWAS_AS_rep_2,ASV_6d8564df58a6e68ea8ff270e7ce7ee6016f82443,GCA_044224815.1
FW_TWAS_AS_rep_2,ASV_d9c0b6c5929d4c76004d72eba6217db1b0a2b7cb,GCF_000828635.1
FW_TWAS_AS_rep_2,ASV_f7f8f0d66f15447860b8758f78c82f15192cadc6,GCF_002978245.1
FW_TWAS_AS_rep_2,ASV_af80469c2060f38302d929dad51de0a9298ba314,GCF_028435455.1
FW_TWAS_AS_rep_2,ASV_a086ba8d8397a0f08259cce5cb026255f97eb71e,GCA_963695105.1
FW_TWAS_AS_rep_2,ASV_03f13404d3e3ad5db9adb9785424b5e0182ea162,GCA_032654705.1
FW_TWAS_AS_rep_2,ASV_8d25d41d5b7eb5d00e19d67a4395cb8616712766,GCA_035419325.1
FW_TWAS_AS_rep_2,ASV_7aa321743638bd44f9a9f49269465e9f62df42b0,GCA_964560345.1
FW_TWAS_AS_rep_2,ASV_45d0ebae0894531398ee49ccf9d8207e18fde5fe,GCA_039809345.1
FW_TWAS_AS_rep_2,ASV_58a3062059e17d2693a119303556211229311331,GCA_050949945.1
FW_TWAS_AS_rep_2,ASV_d5b902cc5aafa869679369fd792126be05436daa,GCA_036567785.1
FW_TWAS_AS_rep_2,ASV_ecf70fd3187c86a233f64f5c9dec5d1bb4acee36,GCA_046350755.1
FW_TWAS_AS_rep_2,ASV_53e811107bd14b1a8623fac26dae15d0425b9dd2,GCF_047600585.1
FW_TWAS_AS_rep_2,ASV_c1747f057229be2d9ff1e4f0d21ba00ec1f1a1c7,GCA_022837705.1
FW_TWAS_AS_rep_2,ASV_67a59d936b938b0736e89fe5bfdd76e1ee92095b,GCA_016722395.1
FW_TWAS_AS_rep_2,ASV_4f52dd11d6a3f03a060b8715de305561bfdb4803,GCF_027111095.2
FW_TWAS_AS_rep_2,ASV_f4ff1540bb111a1712893036ace98b37d5436089,GCA_035376965.1
FW_TWAS_AS_rep_2,ASV_4445ed9337e56aa9cffb33a6943c0eaf205d80b9,GCA_049290295.1
FW_TWAS_AS_rep_2,ASV_5a5ff298830725179315759528eb435c1302e2c2,GCA_035332425.1
FW_TWAS_AS_rep_2,ASV_00f4321b2c8c4ae5cc11f91f528f1fd3089a3ae0,GCA_046329585.1
FW_TWAS_AS_rep_2,ASV_f52bc66798d9782a71a7b80d543219c305b792df,GCF_044224635.1
FW_TWAS_AS_rep_2,ASV_f5358b3daee754bdc7cbba6fc324290d530b38a8,GCA_035451445.1
FW_TWAS_AS_rep_2,ASV_32a38074fce3fa9e3774452aef74db363faa52c0,GCA_029569365.1
FW_TWAS_AS_rep_2,ASV_5d3012d78ea0643cc7391edf6cffd9a1192ec40f,GCA_049643045.1
FW_TWAS_AS_rep_2,ASV_2cd0d951898354c45aa5b875855c9d91c752a976,GCA_016702775.1
FW_TWAS_AS_rep_2,ASV_13b5cc158e804e39782942ac82d4cfaca887cf9a,GCA_016710995.1
FW_TWAS_AS_rep_2,ASV_61f77462e34d50039e9e30770a28ec354cafb00a,GCA_963839515.1
FW_TWAS_AS_rep_2,ASV_bee4ed3a888695ec3e3d22ed7b28cefc03e63acf,GCF_001014975.1
FW_TWAS_AS_rep_2,ASV_87fe4fa92eab045ca82860aab1915ed4766ae4f8,GCA_035352255.1
FW_TWAS_AS_rep_2,ASV_263ed93f6e48b493e92684311a084750e87a9746,GCA_963814475.1
FW_TWAS_AS_rep_2,ASV_3cfa4449005ff04445130a3ac4ae92ff913f25e2,GCA_031972215.1
FW_TWAS_AS_rep_2,ASV_03fda10b366a8b433f3e3eccefdc68f9278228b9,GCA_037044955.1
FW_TWAS_AS_rep_2,ASV_ccb5e585a64a8020450afef314999aa1a8388bfb,GCA_016700375.1
FW_TWAS_AS_rep_2,ASV_3849b145f3d93a0a4ddf4616986dbd198b772b5f,GCA_016710525.1
FW_TWAS_AS_rep_2,ASV_df6a5a089175ac660b9b86ece3731a54bb931a29,GCA_023229685.1
FW_TWAS_AS_rep_2,ASV_60519b721ecb986ed0f655be3110c41d2f71adcc,GCA_016704225.1
FW_TWAS_AS_rep_2,ASV_97612651eb76d275517118b0e93767c49739137e,GCA_039680645.1
FW_TWAS_AS_rep_2,ASV_d30ff2432497d15fdc636379ff4ec61d5f1256e0,GCF_014645495.1
FW_TWAS_AS_rep_2,ASV_f8c7e3ecc1dcf63c83a43f6cf1e50d614c0c4534,GCA_016712025.1
FW_TWAS_AS_rep_2,ASV_90c25ba252d68dbc8a2253d662187e5474548140,GCA_965231145.1
FW_TWAS_AS_rep_2,ASV_354fc840638a379bfe429e963de5ba2a19484779,GCA_047600985.1
FW_TWAS_AS_rep_2,ASV_cdc257acffee66837c1f121b4b77f8046123a492,GCA_013824685.1
FW_TWAS_AS_rep_2,ASV_e3652422118b59bb9c6ea78b5a44a7cda5cc701c,GCA_036403075.1
FW_TWAS_AS_rep_2,ASV_b5f2b13884ad3e1d41eb5ee0d767d9edde1a0af6,GCA_035417985.1
FW_TWAS_AS_rep_2,ASV_0dcc803e23fc9d875f565e04b06f486c891bc2db,GCA_036839835.1
FW_TWAS_AS_rep_2,ASV_e714b995687239a3997116b87a9078ad1616a3ab,GCA_016704085.1
FW_TWAS_AS_rep_2,ASV_b59b0d3e5fcba2eaa4ff625f41f3ea387979c485,GCA_016704885.1
FW_TWAS_AS_rep_2,ASV_4829261372de86bc25d477882bba5ed54aec6f45,GCF_001006785.1
FW_TWAS_AS_rep_2,ASV_10ddce4c8dd94d5e047159e739cf71883544f000,GCA_046347895.1
FW_TWAS_AS_rep_2,ASV_253093fb492f6012d4fb04c3f88b1264d4b93c54,GCA_035434385.1
FW_TWAS_AS_rep_2,ASV_dbf59f8035ac9820ea060655134f5dac46000ad1,GCA_036281335.1
FW_TWAS_AS_rep_2,ASV_2eb64f7ef336a6d87e94093108b3720c9dd0980c,GCA_937873595.1
FW_TWAS_AS_rep_2,ASV_e586a5584430cacd10472a14994f8107cf912e7d,GCA_943370345.1
FW_TWAS_AS_rep_2,ASV_30a7a410a2741d083dbf0e51d826e33a5b78253d,GCF_034925685.1
FW_TWAS_AS_rep_2,ASV_d7b80fab5fbdd6192bb0747bc8a5b12cb04caff2,GCA_009877105.1
FW_TWAS_AS_rep_2,ASV_550affa22df5272fe67a1e76cd5db2c6ae0d5a2c,GCA_018604165.1
FW_TWAS_AS_rep_2,ASV_df2776fa931c4dc89cfec5906ba40240e051578e,GCA_044222245.1
FW_TWAS_AS_rep_2,ASV_11539b8a9a4d43dcedf8368aa4044ff945ee01db,GCA_019454985.1
FW_TWAS_AS_rep_2,ASV_59c6f49aae538059f427d15c7422ef8a48ae0b8c,GCA_041910895.1
FW_TWAS_AS_rep_2,ASV_a4d2d87446c6d4b2b33126939f49599ca605a121,GCA_035364515.1
FW_TWAS_AS_rep_2,ASV_aa07b605f5cd1cb5de792c4dd9a94e668d0fe1bd,GCA_046346705.1
FW_TWAS_AS_rep_2,ASV_0e2570f2ba543571b0cb011f1832bc6a6d7e79a6,GCA_016124855.1
FW_TWAS_AS_rep_2,ASV_d2fd6a90cba519ccc13e455ba5660fbe01b1b69d,GCA_035379705.1
FW_TWAS_AS_rep_2,ASV_1b937dc8e4f72acda2306758610a489bbd0389eb,GCA_018061365.1
FW_TWAS_AS_rep_2,ASV_85024c87d3b02c1eb57ccd59fa65cae0d4ebe63c,GCA_004297465.1
FW_TWAS_AS_rep_2,ASV_a075bfa2bde7e9c333c1c7833b20fd51cc373b8c,GCA_035376845.1
FW_TWAS_AS_rep_2,ASV_8ae6213c56444aa6a2e9d77dd40a52d008a19ef2,GCF_002978535.1
FW_TWAS_AS_rep_2,ASV_30064b22269e7776e7448e46579e7c654d5acf0f,GCA_963849015.1
FW_TWAS_AS_rep_2,ASV_5fe48eecbe80253ef4a4b36aca649a231b6c3c1a,GCA_037045515.1
FW_TWAS_AS_rep_2,ASV_dc07b27fd78bc2cc4a2d530f366d1c5371a1b1f7,GCA_035358495.1
FW_TWAS_AS_rep_2,ASV_a1b290bc6493a44d9c20093f3bed98cd03b6fc53,GCA_035410845.1
FW_TWAS_AS_rep_2,ASV_6d658eb65e85a977556a3ff5d0067384e9b83a9d,GCA_016722635.1
FW_TWAS_AS_rep_2,ASV_c54557012cdc9ab94703723a7aed54d5765dd9ae,GCA_023622505.1
FW_TWAS_AS_rep_2,ASV_019d94273e9eb64a24a52c1b2b31ddea0ab8525c,GCA_040772985.1
FW_TWAS_AS_rep_2,ASV_02c973b1c09e9510e221a5431ba063ad09ce3e2b,GCF_019930585.1
FW_TWAS_AS_rep_2,ASV_fb4cee6bb46472ce766402b91fa2258ba003a4ec,GCA_018000955.1
FW_TWAS_AS_rep_2,ASV_066b71e43003b303e3ecea8d980b7a2cd7bb07e5,GCA_040080065.1
FW_TWAS_AS_rep_2,ASV_7f62c14e599ee1d06181ae4dbd834472e2c318f9,GCA_964404795.1
FW_TWAS_AS_rep_2,ASV_21e741955fe55b8bbb1271452b75a4ee1fa1f935,GCA_041396145.1
FW_TWAS_AS_rep_2,ASV_101254eac0ff9a286568eb8d0f2d1e6502c9329a,GCA_030857175.1
FW_TWAS_AS_rep_2,ASV_0e50deaeeef3b8e5c2436daf483240d3c1ae1893,GCA_035452445.1
FW_TWAS_AS_rep_2,ASV_99fa2e53f0f36f723e9c822e65b149eca071a9b6,GCA_044230255.1
FW_TWAS_AS_rep_2,ASV_137fff1e332fbf68b94c4b679f3884e84e0a210f,GCA_016713365.1
FW_TWAS_AS_rep_2,ASV_66b9b6900729a969f0c1350b788e6974611629ef,GCA_963800615.1
FW_TWAS_AS_rep_2,ASV_4b973ee1cdf5e79cc1f93898af9f96825770325d,GCA_038250645.1
FW_TWAS_AS_rep_2,ASV_92b9688ec26d77b9646923ff76f5d5000abdde9f,GCA_051953275.1
FW_TWAS_AS_rep_2,ASV_6f359b2dfc4aaa4a3d83f3f18dd235e0bfa0d538,GCF_900113135.1
FW_TWAS_AS_rep_2,ASV_7ea01310d3af337028dbf62e83f4796c5c0a68b8,GCF_002165385.1
FW_TWAS_AS_rep_2,ASV_e5441eda5d75f1df51dee4f15221900266cdc201,GCF_001051235.1
FW_TWAS_AS_rep_2,ASV_8aacac7e01f9b68d2728cc97d0e16e8580370b2b,GCA_963814445.1
FW_TWAS_AS_rep_2,ASV_414d3fa5b8f9ad9bc4a6d4a92e82a88bca6ee197,GCA_963709485.1
FW_TWAS_AS_rep_2,ASV_125ee0c391e7481f74b3f474e482cfcd3218253a,GCA_044225505.1
FW_TWAS_AS_rep_2,ASV_1df18e9ea56b27aa9282777dbf9a4764bea71352,GCA_037046705.1
FW_TWAS_AS_rep_2,ASV_250d3aef3fdac9cbfb64083cf8eafc0d7f7454aa,GCF_022012435.1
FW_TWAS_AS_rep_2,ASV_998ea9b13a4d7007fc13aadb4e5df3651fdc47c3,GCA_020160975.1
FW_TWAS_AS_rep_2,ASV_cc4591ed50e0fe07a231f9604513917df6e2dd67,GCA_040766305.1
FW_TWAS_AS_rep_2,ASV_dd1b3f59050030089da625bd388ad566c1233878,GCF_025821515.1
FW_TWAS_AS_rep_2,ASV_3961dfb227e9844e0e596c7979758ac031888dc2,GCA_029553005.1
FW_TWAS_AS_rep_2,ASV_a8241d133ce54d07a7aa1c95c73f2a4302e99494,GCA_016706035.1
