sample,genome_id,group,value
FW_TWAS_AS_rep_2,GCA_032654705.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_032654705.1,X_chain_lac,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,X_VFA_deg,1.0
FW_TWAS_AS_rep_2,GCA_032654705.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_032654705.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_032654705.1,X_et,0.31333333333333335
FW_TWAS_AS_rep_2,GCA_032654705.1,X_lac,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,X_ch,0.7142857142857143
FW_TWAS_AS_rep_2,GCA_044223705.1,X_pr,0.8235294117647058
FW_TWAS_AS_rep_2,GCA_044223705.1,X_li,0.5
FW_TWAS_AS_rep_2,GCA_044223705.1,X_su,0.6692307692307693
FW_TWAS_AS_rep_2,GCA_044223705.1,X_aa,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_044223705.1,X_ac_et,0.9333333333333333
FW_TWAS_AS_rep_2,GCA_044223705.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_044223705.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_044223705.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_044223705.1,X_VFA_deg,0.853125
FW_TWAS_AS_rep_2,GCA_044223705.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_044223705.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_044223705.1,X_et,0.9
FW_TWAS_AS_rep_2,GCA_044223705.1,X_lac,0.23010416666666667
FW_TWAS_AS_rep_2,GCA_044224235.1,X_ch,0.06508928571428572
FW_TWAS_AS_rep_2,GCA_044224235.1,X_pr,1.0
FW_TWAS_AS_rep_2,GCA_044224235.1,X_li,0.3333333333333333
FW_TWAS_AS_rep_2,GCA_044224235.1,X_su,0.22313131313131312
FW_TWAS_AS_rep_2,GCA_044224235.1,X_aa,0.39166666666666666
FW_TWAS_AS_rep_2,GCA_044224235.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_044224235.1,X_ac_et,0.8
FW_TWAS_AS_rep_2,GCA_044224235.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_044224235.1,X_chain_et,0.8461538461538461
FW_TWAS_AS_rep_2,GCA_044224235.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_044224235.1,X_VFA_deg,0.8421875
FW_TWAS_AS_rep_2,GCA_044224235.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_044224235.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_044224235.1,X_et,0.6
FW_TWAS_AS_rep_2,GCA_044224235.1,X_lac,0.4895833333333333
FW_TWAS_AS_rep_2,GCF_002978245.1,X_ch,0.8571428571428571
FW_TWAS_AS_rep_2,GCF_002978245.1,X_pr,0.9411764705882353
FW_TWAS_AS_rep_2,GCF_002978245.1,X_li,0.75
FW_TWAS_AS_rep_2,GCF_002978245.1,X_su,0.9230769230769231
FW_TWAS_AS_rep_2,GCF_002978245.1,X_aa,0.8
FW_TWAS_AS_rep_2,GCF_002978245.1,X_fa,0.9
FW_TWAS_AS_rep_2,GCF_002978245.1,X_ac_et,0.0
FW_TWAS_AS_rep_2,GCF_002978245.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCF_002978245.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCF_002978245.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCF_002978245.1,X_VFA_deg,0.8421875
FW_TWAS_AS_rep_2,GCF_002978245.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCF_002978245.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCF_002978245.1,X_et,1.0
FW_TWAS_AS_rep_2,GCF_002978245.1,X_lac,0.23010416666666667
FW_TWAS_AS_rep_2,GCA_963736865.1,X_ch,0.1952678571428572
FW_TWAS_AS_rep_2,GCA_963736865.1,X_pr,0.8181818181818182
FW_TWAS_AS_rep_2,GCA_963736865.1,X_li,0.75
FW_TWAS_AS_rep_2,GCA_963736865.1,X_su,0.5674242424242425
FW_TWAS_AS_rep_2,GCA_963736865.1,X_aa,0.8
FW_TWAS_AS_rep_2,GCA_963736865.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_963736865.1,X_ac_et,0.9333333333333333
FW_TWAS_AS_rep_2,GCA_963736865.1,X_ac_lac,1.0
FW_TWAS_AS_rep_2,GCA_963736865.1,X_chain_et,0.9230769230769231
FW_TWAS_AS_rep_2,GCA_963736865.1,X_chain_lac,1.0
FW_TWAS_AS_rep_2,GCA_963736865.1,X_VFA_deg,1.0
FW_TWAS_AS_rep_2,GCA_963736865.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_963736865.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_963736865.1,X_et,0.8
FW_TWAS_AS_rep_2,GCA_963736865.1,X_lac,1.0
FW_TWAS_AS_rep_2,GCA_963779235.1,X_ch,0.7142857142857143
FW_TWAS_AS_rep_2,GCA_963779235.1,X_pr,0.7647058823529411
FW_TWAS_AS_rep_2,GCA_963779235.1,X_li,0.8333333333333334
FW_TWAS_AS_rep_2,GCA_963779235.1,X_su,0.46578461538461546
FW_TWAS_AS_rep_2,GCA_963779235.1,X_aa,0.705
FW_TWAS_AS_rep_2,GCA_963779235.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_963779235.1,X_ac_et,1.0
FW_TWAS_AS_rep_2,GCA_963779235.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_963779235.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_963779235.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_963779235.1,X_VFA_deg,0.8421875
FW_TWAS_AS_rep_2,GCA_963779235.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_963779235.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_963779235.1,X_et,1.0
FW_TWAS_AS_rep_2,GCA_963779235.1,X_lac,0.11097222222222222
FW_TWAS_AS_rep_2,GCA_035417985.1,X_ch,0.7142857142857143
FW_TWAS_AS_rep_2,GCA_035417985.1,X_pr,0.5294117647058824
FW_TWAS_AS_rep_2,GCA_035417985.1,X_li,0.225
FW_TWAS_AS_rep_2,GCA_035417985.1,X_su,0.6484848484848486
FW_TWAS_AS_rep_2,GCA_035417985.1,X_aa,0.9
FW_TWAS_AS_rep_2,GCA_035417985.1,X_fa,0.18056
FW_TWAS_AS_rep_2,GCA_035417985.1,X_ac_et,0.0
FW_TWAS_AS_rep_2,GCA_035417985.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_035417985.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_035417985.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_035417985.1,X_VFA_deg,0.5459179687499999
FW_TWAS_AS_rep_2,GCA_035417985.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_035417985.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_035417985.1,X_et,0.7
FW_TWAS_AS_rep_2,GCA_035417985.1,X_lac,0.23010416666666667
FW_TWAS_AS_rep_2,GCA_943370345.1,X_ch,1.0
FW_TWAS_AS_rep_2,GCA_943370345.1,X_pr,0.9090909090909091
FW_TWAS_AS_rep_2,GCA_943370345.1,X_li,0.5833333333333334
FW_TWAS_AS_rep_2,GCA_943370345.1,X_su,0.6692307692307693
FW_TWAS_AS_rep_2,GCA_943370345.1,X_aa,1.0
FW_TWAS_AS_rep_2,GCA_943370345.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_943370345.1,X_ac_et,0.8666666666666667
FW_TWAS_AS_rep_2,GCA_943370345.1,X_ac_lac,0.9375
FW_TWAS_AS_rep_2,GCA_943370345.1,X_chain_et,0.9230769230769231
FW_TWAS_AS_rep_2,GCA_943370345.1,X_chain_lac,1.0
FW_TWAS_AS_rep_2,GCA_943370345.1,X_VFA_deg,1.0
FW_TWAS_AS_rep_2,GCA_943370345.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_943370345.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_943370345.1,X_et,0.7
FW_TWAS_AS_rep_2,GCA_943370345.1,X_lac,1.0
FW_TWAS_AS_rep_2,GCA_044220615.1,X_ch,1.0
FW_TWAS_AS_rep_2,GCA_044220615.1,X_pr,0.8181818181818182
FW_TWAS_AS_rep_2,GCA_044220615.1,X_li,0.4166666666666667
FW_TWAS_AS_rep_2,GCA_044220615.1,X_su,0.7361538461538462
FW_TWAS_AS_rep_2,GCA_044220615.1,X_aa,0.9
FW_TWAS_AS_rep_2,GCA_044220615.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_044220615.1,X_ac_et,0.8666666666666667
FW_TWAS_AS_rep_2,GCA_044220615.1,X_ac_lac,0.9375
FW_TWAS_AS_rep_2,GCA_044220615.1,X_chain_et,0.9230769230769231
FW_TWAS_AS_rep_2,GCA_044220615.1,X_chain_lac,1.0
FW_TWAS_AS_rep_2,GCA_044220615.1,X_VFA_deg,1.0
FW_TWAS_AS_rep_2,GCA_044220615.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_044220615.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_044220615.1,X_et,0.7
FW_TWAS_AS_rep_2,GCA_044220615.1,X_lac,1.0
FW_TWAS_AS_rep_2,GCA_044227805.1,X_ch,1.0
FW_TWAS_AS_rep_2,GCA_044227805.1,X_pr,1.0
FW_TWAS_AS_rep_2,GCA_044227805.1,X_li,0.3333333333333333
FW_TWAS_AS_rep_2,GCA_044227805.1,X_su,0.6484848484848486
FW_TWAS_AS_rep_2,GCA_044227805.1,X_aa,1.0
FW_TWAS_AS_rep_2,GCA_044227805.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_044227805.1,X_ac_et,0.8666666666666667
FW_TWAS_AS_rep_2,GCA_044227805.1,X_ac_lac,0.9375
FW_TWAS_AS_rep_2,GCA_044227805.1,X_chain_et,0.9230769230769231
FW_TWAS_AS_rep_2,GCA_044227805.1,X_chain_lac,1.0
FW_TWAS_AS_rep_2,GCA_044227805.1,X_VFA_deg,1.0
FW_TWAS_AS_rep_2,GCA_044227805.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_044227805.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_044227805.1,X_et,0.7
FW_TWAS_AS_rep_2,GCA_044227805.1,X_lac,1.0
FW_TWAS_AS_rep_2,GCA_937873755.1,X_ch,1.0
FW_TWAS_AS_rep_2,GCA_937873755.1,X_pr,0.6363636363636364
FW_TWAS_AS_rep_2,GCA_937873755.1,X_li,0.5833333333333334
FW_TWAS_AS_rep_2,GCA_937873755.1,X_su,0.6484848484848486
FW_TWAS_AS_rep_2,GCA_937873755.1,X_aa,0.8
FW_TWAS_AS_rep_2,GCA_937873755.1,X_fa,0.38628
FW_TWAS_AS_rep_2,GCA_937873755.1,X_ac_et,0.0
FW_TWAS_AS_rep_2,GCA_937873755.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_937873755.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_937873755.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_937873755.1,X_VFA_deg,0.5459179687499999
FW_TWAS_AS_rep_2,GCA_937873755.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_937873755.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_937873755.1,X_et,0.8
FW_TWAS_AS_rep_2,GCA_937873755.1,X_lac,0.4895833333333333
FW_TWAS_AS_rep_2,GCA_027492415.1,X_ch,0.06508928571428572
FW_TWAS_AS_rep_2,GCA_027492415.1,X_pr,0.6470588235294118
FW_TWAS_AS_rep_2,GCA_027492415.1,X_li,0.3333333333333333
FW_TWAS_AS_rep_2,GCA_027492415.1,X_su,0.48636363636363633
FW_TWAS_AS_rep_2,GCA_027492415.1,X_aa,0.7
FW_TWAS_AS_rep_2,GCA_027492415.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_027492415.1,X_ac_et,0.9333333333333333
FW_TWAS_AS_rep_2,GCA_027492415.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_027492415.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_027492415.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_027492415.1,X_VFA_deg,1.0
FW_TWAS_AS_rep_2,GCA_027492415.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_027492415.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_027492415.1,X_et,0.9
FW_TWAS_AS_rep_2,GCA_027492415.1,X_lac,0.23010416666666667
FW_TWAS_AS_rep_2,GCA_937898325.1,X_ch,0.8571428571428571
FW_TWAS_AS_rep_2,GCA_937898325.1,X_pr,0.7647058823529411
FW_TWAS_AS_rep_2,GCA_937898325.1,X_li,0.4166666666666667
FW_TWAS_AS_rep_2,GCA_937898325.1,X_su,0.9090909090909091
FW_TWAS_AS_rep_2,GCA_937898325.1,X_aa,1.0
FW_TWAS_AS_rep_2,GCA_937898325.1,X_fa,0.2738
FW_TWAS_AS_rep_2,GCA_937898325.1,X_ac_et,0.0
FW_TWAS_AS_rep_2,GCA_937898325.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_937898325.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_937898325.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_937898325.1,X_VFA_deg,0.628125
FW_TWAS_AS_rep_2,GCA_937898325.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_937898325.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_937898325.1,X_et,0.7
FW_TWAS_AS_rep_2,GCA_937898325.1,X_lac,0.23010416666666667
FW_TWAS_AS_rep_2,GCA_040766305.1,X_ch,0.7142857142857143
FW_TWAS_AS_rep_2,GCA_040766305.1,X_pr,0.7058823529411765
FW_TWAS_AS_rep_2,GCA_040766305.1,X_li,0.0759375
FW_TWAS_AS_rep_2,GCA_040766305.1,X_su,0.17361538461538462
FW_TWAS_AS_rep_2,GCA_040766305.1,X_aa,0.7
FW_TWAS_AS_rep_2,GCA_040766305.1,X_fa,0.046079999999999996
FW_TWAS_AS_rep_2,GCA_040766305.1,X_ac_et,0.0
FW_TWAS_AS_rep_2,GCA_040766305.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_040766305.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_040766305.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_040766305.1,X_VFA_deg,0.14825892857142856
FW_TWAS_AS_rep_2,GCA_040766305.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_040766305.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_040766305.1,X_et,0.31333333333333335
FW_TWAS_AS_rep_2,GCA_040766305.1,X_lac,0.4895833333333333
FW_TWAS_AS_rep_2,GCA_031972215.1,X_ch,0.040138888888888884
FW_TWAS_AS_rep_2,GCA_031972215.1,X_pr,0.27647058823529413
FW_TWAS_AS_rep_2,GCA_031972215.1,X_li,0.0759375
FW_TWAS_AS_rep_2,GCA_031972215.1,X_su,0.05838383838383838
FW_TWAS_AS_rep_2,GCA_031972215.1,X_aa,0.31333333333333335
FW_TWAS_AS_rep_2,GCA_031972215.1,X_fa,0.0
FW_TWAS_AS_rep_2,GCA_031972215.1,X_ac_et,0.0
FW_TWAS_AS_rep_2,GCA_031972215.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_031972215.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_031972215.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_031972215.1,X_VFA_deg,0.01591517857142857
FW_TWAS_AS_rep_2,GCA_031972215.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_031972215.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_031972215.1,X_et,0.03211111111111111
FW_TWAS_AS_rep_2,GCA_031972215.1,X_lac,0.0
FW_TWAS_AS_rep_2,GCA_044238845.1,X_ch,0.06508928571428572
FW_TWAS_AS_rep_2,GCA_044238845.1,X_pr,1.0
FW_TWAS_AS_rep_2,GCA_044238845.1,X_li,0.5833333333333334
FW_TWAS_AS_rep_2,GCA_044238845.1,X_su,0.2971384615384616
FW_TWAS_AS_rep_2,GCA_044238845.1,X_aa,0.705
FW_TWAS_AS_rep_2,GCA_044238845.1,X_fa,0.9
FW_TWAS_AS_rep_2,GCA_044238845.1,X_ac_et,0.0
FW_TWAS_AS_rep_2,GCA_044238845.1,X_ac_lac,0.0
FW_TWAS_AS_rep_2,GCA_044238845.1,X_chain_et,0.0
FW_TWAS_AS_rep_2,GCA_044238845.1,X_chain_lac,0.0
FW_TWAS_AS_rep_2,GCA_044238845.1,X_VFA_deg,0.7874999999999999
FW_TWAS_AS_rep_2,GCA_044238845.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_044238845.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_044238845.1,X_et,0.9
FW_TWAS_AS_rep_2,GCA_044238845.1,X_lac,0.0
FW_TWAS_AS_rep_2,GCA_963839515.1,X_ch,0.7142857142857143
FW_TWAS_AS_rep_2,GCA_963839515.1,X_pr,0.9411764705882353
FW_TWAS_AS_rep_2,GCA_963839515.1,X_li,0.8333333333333334
FW_TWAS_AS_rep_2,GCA_963839515.1,X_su,0.9230769230769231
FW_TWAS_AS_rep_2,GCA_963839515.1,X_aa,1.0
FW_TWAS_AS_rep_2,GCA_963839515.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_963839515.1,X_ac_et,0.8666666666666667
FW_TWAS_AS_rep_2,GCA_963839515.1,X_ac_lac,0.9375
FW_TWAS_AS_rep_2,GCA_963839515.1,X_chain_et,0.9230769230769231
FW_TWAS_AS_rep_2,GCA_963839515.1,X_chain_lac,1.0
FW_TWAS_AS_rep_2,GCA_963839515.1,X_VFA_deg,1.0
FW_TWAS_AS_rep_2,GCA_963839515.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_963839515.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_963839515.1,X_et,0.7
FW_TWAS_AS_rep_2,GCA_963839515.1,X_lac,1.0
FW_TWAS_AS_rep_2,GCA_963695105.1,X_ch,0.7142857142857143
FW_TWAS_AS_rep_2,GCA_963695105.1,X_pr,0.6470588235294118
FW_TWAS_AS_rep_2,GCA_963695105.1,X_li,0.75
FW_TWAS_AS_rep_2,GCA_963695105.1,X_su,0.6484848484848486
FW_TWAS_AS_rep_2,GCA_963695105.1,X_aa,0.7
FW_TWAS_AS_rep_2,GCA_963695105.1,X_fa,1.0
FW_TWAS_AS_rep_2,GCA_963695105.1,X_ac_et,0.9333333333333333
FW_TWAS_AS_rep_2,GCA_963695105.1,X_ac_lac,1.0
FW_TWAS_AS_rep_2,GCA_963695105.1,X_chain_et,0.9230769230769231
FW_TWAS_AS_rep_2,GCA_963695105.1,X_chain_lac,1.0
FW_TWAS_AS_rep_2,GCA_963695105.1,X_VFA_deg,1.0
FW_TWAS_AS_rep_2,GCA_963695105.1,X_Me_ac,0.0
FW_TWAS_AS_rep_2,GCA_963695105.1,X_Me_CO2,0.0
FW_TWAS_AS_rep_2,GCA_963695105.1,X_et,0.8
FW_TWAS_AS_rep_2,GCA_963695105.1,X_lac,1.0
FW_TWAS_AS_rep_2,GCA_035352255.1,X_ch,0.7142857142857143
FW_TWAS_AS_rep_2,GCA_035352255.1,X_pr,0.7647058823529411
FW_TWAS_AS_rep_2,GCA_035352255.1,X_li,0.03796875
FW_TWAS_AS_rep_2,GCA_035352255.1,X_su,0.7295454545454546
FW_TWAS_AS_rep_2,GCA_035352255.1,X_aa,1.0
FW_TWAS_AS_rep_2,GCA_035352255.1,X_fa,0.05856
FW_TWAS_AS_rep_2,GCA_035352255.1,X_ac_et,0.0
FW_TWAS_AS_rep_2,GCA_035352255.1,X_ac_lac,0.0
