sample,cod_group,panel_id,potential,selected,credible,matched_markers,missing_requirements,markers_detected,markers_in_panel,weighted_completeness,requirement_coverage,marker_coverage,marker_contributions
FW_TWAS_rep_1,X_fa,lcfa_beta_oxidation,0.21488629200407314,true,true,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0,etfA:0.0218639383213;etfB:0.0195073461669;fadA:0.0437278766426;fadB:0.0437278766426;fadD:0.0430296271154;fadE:0.0430296271154
FW_TWAS_rep_1,X_ac_et,ethanol_acetate_chain_initiation,0.1813897105173835,true,true,ackA;acs;adh;adhE;aldh;bcd;crt;etfA;etfB;hbd;pta;thl,"",12,12,1.0,1.0,1.0,ackA:0.00436405954517;acs:0.0143432090385;adh:0.0141718792933;adhE:0.0133507895715;aldh:0.00701805427597;bcd:0.0286864180769;crt:0.0148022434499;etfA:0.0145759588809;etfB:0.0130048974446;hbd:0.0145759588809;pta:0.0133443242981;thl:0.0291519177617
FW_TWAS_rep_1,X_ac_lac,lactate_acetate_chain_initiation,0.18665143286621733,true,true,ackA;acs;bcd;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;pta;thl,"",13,13,1.0,1.0,1.0,ackA:0.0040913058236;acs:0.0134467584735;bcd:0.0268935169471;crt:0.0138771032343;etfA:0.0136649614508;etfB:0.0121920913543;hbd:0.0136649614508;lctB:0.0099979391941;lctC:0.010228264559;lctD:0.016637977016;pfor:0.0121163264317;pta:0.0125103040295;thl:0.0273299229016
FW_TWAS_rep_1,X_chain_et,ethanol_reverse_beta_oxidation,0.1783669465384056,true,true,adh;adhE;aldh;bcd;cat;crt;etfA;etfB;hbd;thl,"",10,10,1.0,1.0,1.0,adh:0.0163521684154;adhE:0.0154047571979;aldh:0.00809775493381;bcd:0.0330997131657;cat:0.0228721479752;crt:0.0170795116729;etfA:0.0168184140933;etfB:0.0150056508976;hbd:0.0168184140933;thl:0.0168184140933
FW_TWAS_rep_1,X_chain_lac,lactate_reverse_beta_oxidation,0.18459625522128553,true,true,bcd;cat;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;thl,"",11,11,1.0,1.0,1.0,bcd:0.0307354479395;cat:0.0212384231198;crt:0.0158595465534;etfA:0.0156170988009;etfB:0.0139338186906;hbd:0.0156170988009;lctB:0.0114262162218;lctC:0.0116894452103;lctD:0.0190148308754;pfor:0.0138472302076;thl:0.0156170988009
FW_TWAS_rep_1,X_VFA_deg,syntrophic_butyrate_oxidation,0.209402123842312,true,true,bcd;crt;etfA;etfB;fdhA;hbd;hydA;rnfB;thl,"",9,9,1.0,1.0,1.0,bcd:0.0358580225961;crt:0.0185028043123;etfA:0.0182199486011;etfB:0.0162561218058;fdhA:0.0338941958008;hbd:0.0182199486011;hydA:0.0364398972022;rnfB:0.0137912363219;thl:0.0182199486011
FW_TWAS_rep_1,X_VFA_deg,syntrophic_propionate_mmc,0.19278752571677946,false,true,fdhA;fumB;hydA;mdh;mmcE;mmcF;mmcG;pfor;sucC;sucD,"",10,10,1.0,1.0,1.0,fdhA:0.0290521678293;fumB:0.00449221050007;hydA:0.0312341976018;mdh:0.0141035321174;mmcE:0.0293500322109;mmcF:0.028456439066;mmcG:0.0133034545341;pfor:0.0138472302076;sucC:0.0135805376798;sucD:0.0153677239698
FW_TWAS_rep_1,X_Me_ac,acetoclastic_acs,0.053257689634550416,true,false,acs;cdhC;cdhD;mtrA,forbidden(mvhA);forbidden(mvhD);forbidden(mvhG);mcrA,4,7,0.5555555555555556,0.6666666666666666,1.0,acs:0.0478106967948;cdhC:0.00444487546267;cdhD:0.000226284569009;mtrA:0.00077583280803
FW_TWAS_rep_1,X_Me_ac,acetoclastic_ack_pta,0.034960965911846,false,false,ackA;cdhC;cdhD;mtrA;pta,mcrA,5,8,0.5555555555555556,0.75,1.0,ackA:0.00727343257528;cdhC:0.00444487546267;cdhD:0.000226284569009;mtrA:0.00077583280803;pta:0.0222405404969
FW_TWAS_rep_1,X_Me_CO2,hydrogenotrophic_core,0.024185510244764476,true,false,fwdA;mer;mtrA,mcrA;one_of(ftr);one_of(mch),3,8,0.3333333333333333,0.4,0.5,fwdA:0.017898031863;mer:0.00551164557371;mtrA:0.00077583280803
FW_TWAS_rep_1,X_et,ethanol_to_acetyl_coa,0.14168646656645492,true,true,ackA;acs;adh;adhE;aldh;pta,"",6,6,1.0,1.0,1.0,ackA:0.00654608931775;acs:0.0215148135577;adh:0.04251563788;adhE:0.0300392765359;aldh:0.0210541628279;pta:0.0200164864472
FW_TWAS_rep_1,X_lac,lactate_to_pyruvate,0.15951849876351648,true,true,lctB;lctC;lctD;pfor;rnfB,"",5,5,1.0,1.0,1.0,lctB:0.0199958783882;lctC:0.020456529118;lctD:0.0499139310479;pfor:0.0484653057266;rnfB:0.0206868544829
