sample,genome_id,abundance
FW_TWAS_AS_rep_1,GCA_046351595.1,0.0015993477170095334
FW_TWAS_AS_rep_1,GCA_044225505.1,0.0015052684395383843
FW_TWAS_AS_rep_1,GCA_016711965.1,0.0015052684395383843
FW_TWAS_AS_rep_1,GCF_023893595.1,0.0014739086803813347
FW_TWAS_AS_rep_1,GCA_016722075.1,0.001442548921224285
FW_TWAS_AS_rep_1,GCA_046347845.1,0.001442548921224285
FW_TWAS_AS_rep_1,GCA_018061365.1,0.0014111891620672353
FW_TWAS_AS_rep_1,GCA_964527785.1,0.0014111891620672353
FW_TWAS_AS_rep_1,GCA_963849015.1,0.0013798294029101856
FW_TWAS_AS_rep_1,GCA_016716985.1,0.001348469643753136
FW_TWAS_AS_rep_1,GCA_041904965.1,0.001348469643753136
FW_TWAS_AS_rep_1,GCA_018604165.1,0.0013171098845960864
FW_TWAS_AS_rep_1,GCA_008933705.1,0.0013171098845960864
FW_TWAS_AS_rep_1,GCA_030537075.1,0.001254390366281987
FW_TWAS_AS_rep_1,GCA_018240425.1,0.001254390366281987
FW_TWAS_AS_rep_1,GCA_035364515.1,0.0012230306071249373
FW_TWAS_AS_rep_1,GCF_051962735.1,0.0011916708479678877
FW_TWAS_AS_rep_1,GCA_014642275.1,0.0011916708479678877
FW_TWAS_AS_rep_1,GCA_001604475.1,0.0011916708479678877
FW_TWAS_AS_rep_1,GCA_965229115.1,0.0011916708479678877
FW_TWAS_AS_rep_1,GCA_002849245.1,0.0011603110888108378
FW_TWAS_AS_rep_1,GCA_016712025.1,0.0011289513296537882
FW_TWAS_AS_rep_1,GCF_030143255.1,0.0010975915704967386
FW_TWAS_AS_rep_1,GCA_035248525.1,0.0010975915704967386
FW_TWAS_AS_rep_1,GCA_016721565.1,0.001066231811339689
FW_TWAS_AS_rep_1,GCA_030857175.1,0.001066231811339689
FW_TWAS_AS_rep_1,GCA_049653105.1,0.001066231811339689
FW_TWAS_AS_rep_1,GCF_016711745.1,0.001066231811339689
FW_TWAS_AS_rep_1,GCA_016704225.1,0.0010348720521826393
FW_TWAS_AS_rep_1,GCA_937871805.1,0.0010035122930255895
FW_TWAS_AS_rep_1,GCF_019430125.1,0.0009407927747114902
FW_TWAS_AS_rep_1,GCA_046349545.1,0.0009407927747114902
FW_TWAS_AS_rep_1,GCA_016713585.1,0.0009094330155544405
FW_TWAS_AS_rep_1,GCF_020034655.1,0.0009094330155544405
FW_TWAS_AS_rep_1,GCF_051958235.1,0.0009094330155544405
FW_TWAS_AS_rep_1,GCA_036528635.1,0.0009094330155544405
FW_TWAS_AS_rep_1,GCA_019454985.1,0.0008467134972403412
FW_TWAS_AS_rep_1,GCF_039830215.1,0.0008467134972403412
FW_TWAS_AS_rep_1,GCA_036387945.1,0.0008153537380832915
FW_TWAS_AS_rep_1,GCA_017303335.1,0.0008153537380832915
FW_TWAS_AS_rep_1,GCA_023898625.1,0.0008153537380832915
FW_TWAS_AS_rep_1,GCA_017999195.1,0.0008153537380832915
FW_TWAS_AS_rep_1,GCA_044351045.1,0.0007839939789262418
FW_TWAS_AS_rep_1,GCA_046330105.1,0.0007526342197691922
FW_TWAS_AS_rep_1,GCA_041907465.1,0.0007526342197691922
FW_TWAS_AS_rep_1,GCA_004168015.1,0.0007526342197691922
FW_TWAS_AS_rep_1,GCA_044224105.1,0.0007526342197691922
FW_TWAS_AS_rep_1,GCA_016711875.1,0.0013798294029101856
FW_TWAS_AS_rep_1,GCA_002773975.1,0.0006585549422980432
FW_TWAS_AS_rep_1,GCA_013824685.1,0.0010348720521826393
FW_TWAS_AS_rep_1,GCA_040766455.1,0.0006271951831409935
FW_TWAS_AS_rep_1,GCA_015075465.1,0.0005958354239839438
FW_TWAS_AS_rep_1,GCA_016716965.1,0.0005644756648268941
FW_TWAS_AS_rep_1,GCA_903922995.1,0.0005644756648268941
FW_TWAS_AS_rep_1,GCA_023261595.1,0.0005331159056698445
FW_TWAS_AS_rep_1,GCA_029565215.1,0.0005331159056698445
FW_TWAS_AS_rep_1,GCA_029569365.1,0.0005017561465127947
FW_TWAS_AS_rep_1,GCA_033810375.1,0.0005017561465127947
FW_TWAS_AS_rep_1,GCA_001896575.1,0.0004703963873557451
FW_TWAS_AS_rep_1,GCA_044220735.1,0.00043903662819869544
FW_TWAS_AS_rep_1,GCA_033810415.1,0.00040767686904164577
FW_TWAS_AS_rep_1,GCA_963841085.1,0.0003763171098845961
FW_TWAS_AS_rep_1,GCA_963749005.1,0.0003449573507275464
FW_TWAS_AS_rep_1,GCA_042852035.1,0.0003449573507275464
FW_TWAS_AS_rep_1,GCA_942492815.1,0.00028223783241344705
FW_TWAS_AS_rep_1,GCA_021731045.1,0.00028223783241344705
FW_TWAS_AS_rep_1,GCA_016795365.1,0.00028223783241344705
FW_TWAS_AS_rep_1,GCA_016717055.1,0.00009407927747114902
FW_TWAS_AS_rep_1,GCA_037045685.1,0.00006271951831409934
