sample,genome_id,genome_abundance,cod_group,score,credible,configured,panel_id,confidence,matched_markers,missing_requirements,markers_detected,markers_in_panel,weighted_completeness,requirement_coverage,marker_coverage
FW_AS_rep_2,GCA_035351355.1,0.07098931617876272,X_VFA_deg,0.4037946428571429,false,true,syntrophic_propionate_mmc,partial,fdhA;hydA;mmcE;mmcF;mmcG;pfor,sucC;sucD;one_of(fumB);one_of(mdh),6,10,0.7142857142857143,0.5,0.75
FW_AS_rep_2,GCA_035351355.1,0.07098931617876272,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_AS_rep_2,GCA_035351355.1,0.07098931617876272,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_AS_rep_2,GCA_035351355.1,0.07098931617876272,X_et,0.16999999999999998,false,true,ethanol_to_acetyl_coa,partial,ackA;acs;pta,one_of(adhE|adh);one_of(adhE|aldh),3,6,0.3,0.3333333333333333,1.0
FW_AS_rep_2,GCA_035351355.1,0.07098931617876272,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_ch,0.7142857142857143,true,true,starch_utilization,medium,agl;cazy_GH13,"",2,4,0.7142857142857143,1.0,1.0
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_pr,0.5294117647058824,true,true,peptide_scavenging,low,dppA;dppB;dppC;oppA;oppB;pepD;pepQ,"",7,13,0.5294117647058824,1.0,1.0
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_li,0.225,false,true,lipolysis,partial,acylglycerol_lipase;lysophospholipase,one_of(fadD|esterase),2,6,0.3333333333333333,0.5,1.0
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_su,0.6484848484848486,false,true,pentose_fermentation,partial,adhE;gapA;pfor;pyk;xylA;xylB,one_of(xylF),6,8,0.7272727272727273,0.8333333333333334,1.0
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_aa,0.9,true,true,general_amino_acid_catabolism,high,dppA;gdh;ilvE;oppA;pfor;tdcB,"",6,7,0.9,1.0,1.0
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_fa,0.18056,false,true,lcfa_beta_oxidation,partial,etfA;etfB;fadA,fadD;fadE;fadB,3,6,0.4,0.4,0.6
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,ackA;adh;adhE;etfA;etfB;pta;thl,bcd,7,12,0.6,0.8571428571428571,0.875
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;etfA;etfB;pfor;pta;thl,bcd;lctD;one_of(lctB|lctC),6,13,0.4375,0.625,0.6666666666666666
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;adhE;cat;etfA;etfB;thl,bcd;one_of(hbd);one_of(crt),6,10,0.6153846153846154,0.6666666666666666,0.75
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,cat;etfA;etfB;pfor;thl,bcd;lctD;one_of(hbd);one_of(crt);one_of(lctB|lctC),5,11,0.42857142857142855,0.5,0.5555555555555556
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_VFA_deg,0.5459179687499999,false,true,syntrophic_propionate_mmc,partial,fdhA;fumB;hydA;mmcE;mmcF;mmcG;pfor,sucC;sucD;one_of(mdh),7,10,0.7857142857142857,0.625,0.875
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_et,0.7,true,true,ethanol_to_acetyl_coa,medium,ackA;adh;adhE;pta,"",4,6,0.7,1.0,1.0
FW_AS_rep_2,GCA_035417985.1,0.024711650182786864,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_ch,0.7142857142857143,true,true,starch_utilization,medium,agl;cazy_GH13,"",2,4,0.7142857142857143,1.0,1.0
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_pr,0.7058823529411765,true,true,peptide_scavenging,medium,dppA;dppB;dppC;endopeptidase;oppA;oppB;pepD;pepQ;pepT,"",9,13,0.7058823529411765,1.0,1.0
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_li,0.0759375,false,true,lipolysis,partial,fadD,one_of(lipase|lysophospholipase|acylglycerol_lipase|phospholipase),1,6,0.16666666666666666,0.5,0.5
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_su,0.17361538461538462,false,true,entner_doudoroff,partial,adhE;edd;pfor,eda;one_of(ptsG|glcP);one_of(gapA|pyk),3,9,0.38461538461538464,0.4,0.6
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_aa,0.7,true,true,general_amino_acid_catabolism,medium,dppA;gdh;oppA;pfor;tdcB,"",5,7,0.7,1.0,1.0
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_fa,0.046079999999999996,false,true,lcfa_beta_oxidation,partial,fadD,fadE;fadB;fadA;one_of(etfA|etfB),1,6,0.2,0.2,0.2
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,acs;adhE,thl;bcd;etfA;etfB,2,12,0.2,0.42857142857142855,0.25
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,acs;lctB;lctC;pfor,thl;bcd;etfA;etfB;lctD,4,13,0.25,0.375,0.4444444444444444
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adhE,bcd;etfA;etfB;cat;one_of(thl);one_of(hbd);one_of(crt),1,10,0.15384615384615385,0.2222222222222222,0.125
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,lctB;lctC;pfor,bcd;etfA;etfB;cat;lctD;one_of(thl);one_of(hbd);one_of(crt),3,11,0.21428571428571427,0.2,0.3333333333333333
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_VFA_deg,0.14825892857142856,false,true,syntrophic_propionate_mmc,partial,fdhA;fumB;hydA;pfor,mmcE;mmcF;mmcG;sucC;sucD;one_of(mdh),4,10,0.42857142857142855,0.25,0.5
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_Me_ac,0.0,false,true,acetoclastic_acs,none,acs;cdhC;mcrA;mcrB;mtrA,forbidden(mvhD);forbidden(mvhG),5,7,0.7777777777777778,1.0,1.0
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,fwdA;mch;mcrA;mcrB;mer;mtd;mtrA,one_of(ftr),7,8,0.8888888888888888,0.8,1.0
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_et,0.31333333333333335,false,true,ethanol_to_acetyl_coa,partial,acs;adhE,"",2,6,0.4,1.0,0.6666666666666666
FW_AS_rep_2,GCA_040766305.1,0.021934423442060817,X_lac,0.4895833333333333,false,true,lactate_to_pyruvate,partial,lctB;lctC;pfor;rnfB,lctD,4,5,0.625,0.6666666666666666,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_ch,1.0,true,true,starch_utilization,high,agl;cazy_GH13;susC;susD,"",4,4,1.0,1.0,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_pr,0.5294117647058824,true,true,peptide_scavenging,low,dtpT;endopeptidase;pepA;pepD;pepN;pepQ;pepT,"",7,13,0.5294117647058824,1.0,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_li,0.5,true,true,lipolysis,low,acylglycerol_lipase;fadD;lysophospholipase,"",3,6,0.5,1.0,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_su,0.5674242424242425,false,true,hexose_fermentation,partial,adhE;gapA;lctD;pfkA;pfor;pgi;pyk,one_of(ptsG|glcP),7,9,0.6363636363636364,0.8333333333333334,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_aa,0.8,true,true,general_amino_acid_catabolism,medium,dtpT;gdh;ilvE;pfor;tdcB,"",5,7,0.8,1.0,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_fa,1.0,true,true,lcfa_beta_oxidation,high,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_ac_et,0.8666666666666667,true,true,ethanol_acetate_chain_initiation,medium,ackA;acs;adh;adhE;bcd;etfA;etfB;hbd;pta;thl,"",10,12,0.8666666666666667,1.0,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_ac_lac,0.9375,true,true,lactate_acetate_chain_initiation,high,ackA;acs;bcd;etfA;etfB;hbd;lctB;lctC;lctD;pfor;pta;thl,"",12,13,0.9375,1.0,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;adhE;bcd;cat;etfA;etfB;hbd;thl,one_of(crt),8,10,0.8461538461538461,0.8888888888888888,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;cat;etfA;etfB;hbd;lctB;lctC;lctD;pfor;thl,one_of(crt),10,11,0.9285714285714286,0.9,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_VFA_deg,0.853125,false,true,syntrophic_propionate_mmc,partial,fdhA;hydA;mdh;mmcE;mmcF;mmcG;pfor;sucC;sucD,one_of(fumB),9,10,0.9285714285714286,0.875,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;cdhC;pta,mcrA,3,8,0.3333333333333333,0.75,0.6
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_et,0.8,true,true,ethanol_to_acetyl_coa,medium,ackA;acs;adh;adhE;pta,"",5,6,0.8,1.0,1.0
FW_AS_rep_2,GCA_035451445.1,0.0185620766854649,X_lac,1.0,true,true,lactate_to_pyruvate,high,lctB;lctC;lctD;pfor;rnfB,"",5,5,1.0,1.0,1.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_ch,1.0,true,true,starch_utilization,high,agl;cazy_GH13;susC;susD,"",4,4,1.0,1.0,1.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_pr,0.6363636363636364,true,true,proteolysis_and_peptide_import,low,dtpT;endopeptidase;extracellular_protease;pepN,"",4,7,0.6363636363636364,1.0,1.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_li,0.5833333333333334,true,true,lipolysis,low,acylglycerol_lipase;esterase;fadD;lysophospholipase,"",4,6,0.5833333333333334,1.0,1.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_su,0.6484848484848486,false,true,pentose_fermentation,partial,adhE;gapA;pfor;pyk;xylA;xylB,one_of(xylF),6,8,0.7272727272727273,0.8333333333333334,1.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_aa,0.8,true,true,general_amino_acid_catabolism,medium,dtpT;gdh;ilvE;pfor;tdcB,"",5,7,0.8,1.0,1.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_fa,0.38628,false,true,lcfa_beta_oxidation,partial,etfA;etfB;fadD;fadE,fadB;fadA,4,6,0.6,0.6,0.8
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,ackA;acs;adh;adhE;bcd;etfA;etfB;pta,thl,8,12,0.6666666666666666,0.8571428571428571,1.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;acs;bcd;etfA;etfB;lctB;lctC;pfor;pta,thl;lctD,9,13,0.625,0.75,1.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;adhE;bcd;etfA;etfB,cat;one_of(thl);one_of(hbd);one_of(crt),5,10,0.5384615384615384,0.5555555555555556,0.625
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;etfA;etfB;lctB;lctC;pfor,cat;lctD;one_of(thl);one_of(hbd);one_of(crt),6,11,0.5,0.5,0.6666666666666666
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_VFA_deg,0.5459179687499999,false,true,syntrophic_propionate_mmc,partial,fdhA;fumB;hydA;mmcE;mmcF;mmcG;pfor,sucC;sucD;one_of(mdh),7,10,0.7857142857142857,0.625,0.875
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_et,0.8,true,true,ethanol_to_acetyl_coa,medium,ackA;acs;adh;adhE;pta,"",5,6,0.8,1.0,1.0
FW_AS_rep_2,GCA_937873755.1,0.01646498710573299,X_lac,0.4895833333333333,false,true,lactate_to_pyruvate,partial,lctB;lctC;pfor;rnfB,lctD,4,5,0.625,0.6666666666666666,1.0
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_ch,0.7142857142857143,true,true,starch_utilization,medium,agl;cazy_GH13,"",2,4,0.7142857142857143,1.0,1.0
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_pr,0.1922727272727273,false,true,proteolysis_and_peptide_import,partial,extracellular_protease;pepN,one_of(oppA|oppB|dtpT),2,7,0.36363636363636365,0.6666666666666666,0.5
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_li,0.0,false,true,lipolysis,none,"",one_of(lipase|lysophospholipase|acylglycerol_lipase|phospholipase);one_of(fadD|esterase),0,6,0.0,0.0,0.0
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_su,0.31748737373737373,false,true,hexose_fermentation,partial,adhE;gapA;pfkA;pfor;pgi,pyk;one_of(ptsG|glcP),5,9,0.45454545454545453,0.6666666666666666,0.8333333333333334
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_aa,0.18408333333333332,false,true,general_amino_acid_catabolism,partial,gdh;pfor,one_of(oppA|dppA|dtpT),2,7,0.3,0.6666666666666666,0.6666666666666666
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_fa,0.38628,false,true,lcfa_beta_oxidation,partial,etfA;etfB;fadA;fadE,fadD;fadB,4,6,0.6,0.6,0.8
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,ackA;adhE;bcd;etfA;etfB;pta;thl,"",7,12,0.6666666666666666,1.0,0.875
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;bcd;etfA;etfB;pfor;pta;thl,lctD;one_of(lctB|lctC),7,13,0.5625,0.75,0.7777777777777778
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adhE;bcd;cat;etfA;etfB;thl,one_of(hbd);one_of(crt),6,10,0.6923076923076923,0.7777777777777778,0.75
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;cat;etfA;etfB;pfor;thl,lctD;one_of(hbd);one_of(crt);one_of(lctB|lctC),6,11,0.5714285714285714,0.6,0.6666666666666666
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_VFA_deg,0.7178571428571429,false,true,syntrophic_propionate_mmc,partial,fdhA;fumB;hydA;mmcE;mmcF;mmcG;pfor;sucD,sucC;one_of(mdh),8,10,0.8571428571428571,0.75,1.0
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,fwdA,mcrA;one_of(ftr);one_of(mch);one_of(mtd|mer),1,8,0.1111111111111111,0.2,0.16666666666666666
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_et,0.5,true,true,ethanol_to_acetyl_coa,low,ackA;adhE;pta,"",3,6,0.5,1.0,1.0
FW_AS_rep_2,GCA_035374025.1,0.01210077365602063,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_ch,0.7142857142857143,true,true,starch_utilization,medium,agl;cazy_GH13,"",2,4,0.7142857142857143,1.0,1.0
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_pr,0.7647058823529411,true,true,peptide_scavenging,medium,dppA;dppB;dppC;dtpT;oppA;oppB;pepA;pepN;pepQ;pepT,"",10,13,0.7647058823529411,1.0,1.0
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_li,0.03796875,false,true,lipolysis,partial,esterase,one_of(lipase|lysophospholipase|acylglycerol_lipase|phospholipase),1,6,0.08333333333333333,0.5,0.5
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_su,0.7295454545454546,false,true,pentose_fermentation,partial,adhE;gapA;pfor;xylA;xylB;xylF,pyk,6,8,0.8181818181818182,0.8333333333333334,1.0
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_aa,1.0,true,true,general_amino_acid_catabolism,high,dppA;dtpT;gdh;ilvE;oppA;pfor;tdcB,"",7,7,1.0,1.0,1.0
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_fa,0.05856,false,true,lcfa_beta_oxidation,partial,etfA;etfB,fadD;fadE;fadB;fadA,2,6,0.2,0.2,0.4
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,ackA;acs;adhE;etfA;etfB;thl,bcd,6,12,0.5333333333333333,0.8571428571428571,0.75
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;acs;etfA;etfB;pfor;thl,bcd;lctD;one_of(lctB|lctC),6,13,0.4375,0.625,0.6666666666666666
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adhE;etfA;etfB;thl,bcd;cat;one_of(hbd);one_of(crt),4,10,0.38461538461538464,0.5555555555555556,0.5
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,etfA;etfB;pfor;thl,bcd;cat;lctD;one_of(hbd);one_of(crt);one_of(lctB|lctC),4,11,0.2857142857142857,0.4,0.4444444444444444
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_VFA_deg,0.45735119047619044,false,true,syntrophic_butyrate_oxidation,partial,etfA;etfB;fdhA;hydA;rnfB;thl,bcd;one_of(hbd);one_of(crt),6,9,0.6666666666666666,0.625,0.8571428571428571
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA,mcrA;pta;one_of(cdhC|cdhD|cdhE),1,8,0.1111111111111111,0.25,0.2
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,fwdA,mcrA;one_of(ftr);one_of(mch);one_of(mtd|mer),1,8,0.1111111111111111,0.2,0.16666666666666666
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_et,0.5,true,true,ethanol_to_acetyl_coa,low,ackA;acs;adhE,"",3,6,0.5,1.0,1.0
FW_AS_rep_2,GCA_035352255.1,0.01108056791452943,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_AS_rep_2,GCA_044230255.1,0.010230396463286762,X_ch,1.0,true,true,starch_utilization,high,agl;cazy_GH13;susC;susD,"",4,4,1.0,1.0,1.0
