sample,genome_id,group,value
FW_AS_rep_2,GCA_035417985.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_035417985.1,X_VFA_deg,0.5459179687499999
FW_AS_rep_2,GCA_035417985.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_035417985.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_035417985.1,X_et,0.7
FW_AS_rep_2,GCA_035417985.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_040766305.1,X_ch,0.7142857142857143
FW_AS_rep_2,GCA_040766305.1,X_pr,0.7058823529411765
FW_AS_rep_2,GCA_040766305.1,X_li,0.0759375
FW_AS_rep_2,GCA_040766305.1,X_su,0.17361538461538462
FW_AS_rep_2,GCA_040766305.1,X_aa,0.7
FW_AS_rep_2,GCA_040766305.1,X_fa,0.046079999999999996
FW_AS_rep_2,GCA_040766305.1,X_ac_et,0.0
FW_AS_rep_2,GCA_040766305.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_040766305.1,X_chain_et,0.0
FW_AS_rep_2,GCA_040766305.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_040766305.1,X_VFA_deg,0.14825892857142856
FW_AS_rep_2,GCA_040766305.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_040766305.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_040766305.1,X_et,0.31333333333333335
FW_AS_rep_2,GCA_040766305.1,X_lac,0.4895833333333333
FW_AS_rep_2,GCA_035451445.1,X_ch,1.0
FW_AS_rep_2,GCA_035451445.1,X_pr,0.5294117647058824
FW_AS_rep_2,GCA_035451445.1,X_li,0.5
FW_AS_rep_2,GCA_035451445.1,X_su,0.5674242424242425
FW_AS_rep_2,GCA_035451445.1,X_aa,0.8
FW_AS_rep_2,GCA_035451445.1,X_fa,1.0
FW_AS_rep_2,GCA_035451445.1,X_ac_et,0.8666666666666667
FW_AS_rep_2,GCA_035451445.1,X_ac_lac,0.9375
FW_AS_rep_2,GCA_035451445.1,X_chain_et,0.0
FW_AS_rep_2,GCA_035451445.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_035451445.1,X_VFA_deg,0.853125
FW_AS_rep_2,GCA_035451445.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_035451445.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_035451445.1,X_et,0.8
FW_AS_rep_2,GCA_035451445.1,X_lac,1.0
FW_AS_rep_2,GCA_937873755.1,X_ch,1.0
FW_AS_rep_2,GCA_937873755.1,X_pr,0.6363636363636364
FW_AS_rep_2,GCA_937873755.1,X_li,0.5833333333333334
FW_AS_rep_2,GCA_937873755.1,X_su,0.6484848484848486
FW_AS_rep_2,GCA_937873755.1,X_aa,0.8
FW_AS_rep_2,GCA_937873755.1,X_fa,0.38628
FW_AS_rep_2,GCA_937873755.1,X_ac_et,0.0
FW_AS_rep_2,GCA_937873755.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_937873755.1,X_chain_et,0.0
FW_AS_rep_2,GCA_937873755.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_937873755.1,X_VFA_deg,0.5459179687499999
FW_AS_rep_2,GCA_937873755.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_937873755.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_937873755.1,X_et,0.8
FW_AS_rep_2,GCA_937873755.1,X_lac,0.4895833333333333
FW_AS_rep_2,GCA_035374025.1,X_ch,0.7142857142857143
FW_AS_rep_2,GCA_035374025.1,X_pr,0.1922727272727273
FW_AS_rep_2,GCA_035374025.1,X_li,0.0
FW_AS_rep_2,GCA_035374025.1,X_su,0.31748737373737373
FW_AS_rep_2,GCA_035374025.1,X_aa,0.18408333333333332
FW_AS_rep_2,GCA_035374025.1,X_fa,0.38628
FW_AS_rep_2,GCA_035374025.1,X_ac_et,0.0
FW_AS_rep_2,GCA_035374025.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_035374025.1,X_chain_et,0.0
FW_AS_rep_2,GCA_035374025.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_035374025.1,X_VFA_deg,0.7178571428571429
FW_AS_rep_2,GCA_035374025.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_035374025.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_035374025.1,X_et,0.5
FW_AS_rep_2,GCA_035374025.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_035352255.1,X_ch,0.7142857142857143
FW_AS_rep_2,GCA_035352255.1,X_pr,0.7647058823529411
FW_AS_rep_2,GCA_035352255.1,X_li,0.03796875
FW_AS_rep_2,GCA_035352255.1,X_su,0.7295454545454546
FW_AS_rep_2,GCA_035352255.1,X_aa,1.0
FW_AS_rep_2,GCA_035352255.1,X_fa,0.05856
FW_AS_rep_2,GCA_035352255.1,X_ac_et,0.0
FW_AS_rep_2,GCA_035352255.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_035352255.1,X_chain_et,0.0
FW_AS_rep_2,GCA_035352255.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_035352255.1,X_VFA_deg,0.45735119047619044
FW_AS_rep_2,GCA_035352255.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_035352255.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_035352255.1,X_et,0.5
FW_AS_rep_2,GCA_035352255.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_044230255.1,X_ch,1.0
FW_AS_rep_2,GCA_044230255.1,X_pr,0.9090909090909091
FW_AS_rep_2,GCA_044230255.1,X_li,0.3333333333333333
FW_AS_rep_2,GCA_044230255.1,X_su,0.48636363636363633
FW_AS_rep_2,GCA_044230255.1,X_aa,0.8
FW_AS_rep_2,GCA_044230255.1,X_fa,1.0
FW_AS_rep_2,GCA_044230255.1,X_ac_et,0.0
FW_AS_rep_2,GCA_044230255.1,X_ac_lac,0.9375
FW_AS_rep_2,GCA_044230255.1,X_chain_et,0.0
FW_AS_rep_2,GCA_044230255.1,X_chain_lac,1.0
FW_AS_rep_2,GCA_044230255.1,X_VFA_deg,1.0
FW_AS_rep_2,GCA_044230255.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_044230255.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_044230255.1,X_et,0.31333333333333335
FW_AS_rep_2,GCA_044230255.1,X_lac,1.0
FW_AS_rep_2,GCA_004138365.1,X_ch,1.0
FW_AS_rep_2,GCA_004138365.1,X_pr,0.6363636363636364
FW_AS_rep_2,GCA_004138365.1,X_li,0.75
FW_AS_rep_2,GCA_004138365.1,X_su,0.7692307692307693
FW_AS_rep_2,GCA_004138365.1,X_aa,0.8
FW_AS_rep_2,GCA_004138365.1,X_fa,0.6960000000000001
FW_AS_rep_2,GCA_004138365.1,X_ac_et,0.0
FW_AS_rep_2,GCA_004138365.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_004138365.1,X_chain_et,0.0
FW_AS_rep_2,GCA_004138365.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_004138365.1,X_VFA_deg,1.0
FW_AS_rep_2,GCA_004138365.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_004138365.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_004138365.1,X_et,0.39166666666666666
FW_AS_rep_2,GCA_004138365.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCF_049943315.1,X_ch,0.8571428571428571
FW_AS_rep_2,GCF_049943315.1,X_pr,0.9411764705882353
FW_AS_rep_2,GCF_049943315.1,X_li,0.75
FW_AS_rep_2,GCF_049943315.1,X_su,0.9230769230769231
FW_AS_rep_2,GCF_049943315.1,X_aa,1.0
FW_AS_rep_2,GCF_049943315.1,X_fa,0.9
FW_AS_rep_2,GCF_049943315.1,X_ac_et,0.0
FW_AS_rep_2,GCF_049943315.1,X_ac_lac,0.0
FW_AS_rep_2,GCF_049943315.1,X_chain_et,0.0
FW_AS_rep_2,GCF_049943315.1,X_chain_lac,0.0
FW_AS_rep_2,GCF_049943315.1,X_VFA_deg,0.8421875
FW_AS_rep_2,GCF_049943315.1,X_Me_ac,0.0
FW_AS_rep_2,GCF_049943315.1,X_Me_CO2,0.0
FW_AS_rep_2,GCF_049943315.1,X_et,1.0
FW_AS_rep_2,GCF_049943315.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_937871025.1,X_ch,0.7142857142857143
FW_AS_rep_2,GCA_937871025.1,X_pr,0.5294117647058824
FW_AS_rep_2,GCA_937871025.1,X_li,0.5
FW_AS_rep_2,GCA_937871025.1,X_su,0.48636363636363633
FW_AS_rep_2,GCA_937871025.1,X_aa,0.7
FW_AS_rep_2,GCA_937871025.1,X_fa,0.14884
FW_AS_rep_2,GCA_937871025.1,X_ac_et,0.0
FW_AS_rep_2,GCA_937871025.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_937871025.1,X_chain_et,0.0
FW_AS_rep_2,GCA_937871025.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_937871025.1,X_VFA_deg,0.7178571428571429
FW_AS_rep_2,GCA_937871025.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_937871025.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_937871025.1,X_et,0.6
FW_AS_rep_2,GCA_937871025.1,X_lac,0.08027777777777777
FW_AS_rep_2,GCA_040772985.1,X_ch,0.7142857142857143
FW_AS_rep_2,GCA_040772985.1,X_pr,0.3578409090909091
FW_AS_rep_2,GCA_040772985.1,X_li,0.0759375
FW_AS_rep_2,GCA_040772985.1,X_su,0.31748737373737373
FW_AS_rep_2,GCA_040772985.1,X_aa,0.18408333333333332
FW_AS_rep_2,GCA_040772985.1,X_fa,0.6960000000000001
FW_AS_rep_2,GCA_040772985.1,X_ac_et,0.7333333333333333
FW_AS_rep_2,GCA_040772985.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_040772985.1,X_chain_et,0.0
FW_AS_rep_2,GCA_040772985.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_040772985.1,X_VFA_deg,0.6979166666666667
FW_AS_rep_2,GCA_040772985.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_040772985.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_040772985.1,X_et,0.6
FW_AS_rep_2,GCA_040772985.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_035358495.1,X_ch,0.0
FW_AS_rep_2,GCA_035358495.1,X_pr,0.6363636363636364
FW_AS_rep_2,GCA_035358495.1,X_li,0.0
FW_AS_rep_2,GCA_035358495.1,X_su,0.31748737373737373
FW_AS_rep_2,GCA_035358495.1,X_aa,0.7
FW_AS_rep_2,GCA_035358495.1,X_fa,0.6960000000000001
FW_AS_rep_2,GCA_035358495.1,X_ac_et,0.8666666666666667
FW_AS_rep_2,GCA_035358495.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_035358495.1,X_chain_et,0.0
FW_AS_rep_2,GCA_035358495.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_035358495.1,X_VFA_deg,1.0
FW_AS_rep_2,GCA_035358495.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_035358495.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_035358495.1,X_et,0.7
FW_AS_rep_2,GCA_035358495.1,X_lac,0.39166666666666666
FW_AS_rep_2,GCA_023622505.1,X_ch,0.13017857142857145
FW_AS_rep_2,GCA_023622505.1,X_pr,0.6470588235294118
FW_AS_rep_2,GCA_023622505.1,X_li,0.5
FW_AS_rep_2,GCA_023622505.1,X_su,0.6484848484848486
FW_AS_rep_2,GCA_023622505.1,X_aa,0.7
FW_AS_rep_2,GCA_023622505.1,X_fa,0.6960000000000001
FW_AS_rep_2,GCA_023622505.1,X_ac_et,0.8
FW_AS_rep_2,GCA_023622505.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_023622505.1,X_chain_et,0.0
FW_AS_rep_2,GCA_023622505.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_023622505.1,X_VFA_deg,0.6979166666666667
FW_AS_rep_2,GCA_023622505.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_023622505.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_023622505.1,X_et,0.8
FW_AS_rep_2,GCA_023622505.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_009877105.1,X_ch,1.0
FW_AS_rep_2,GCA_009877105.1,X_pr,0.47058823529411764
FW_AS_rep_2,GCA_009877105.1,X_li,0.5
FW_AS_rep_2,GCA_009877105.1,X_su,0.8461538461538461
FW_AS_rep_2,GCA_009877105.1,X_aa,0.8
FW_AS_rep_2,GCA_009877105.1,X_fa,0.6960000000000001
FW_AS_rep_2,GCA_009877105.1,X_ac_et,0.0
FW_AS_rep_2,GCA_009877105.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_009877105.1,X_chain_et,0.0
FW_AS_rep_2,GCA_009877105.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_009877105.1,X_VFA_deg,1.0
FW_AS_rep_2,GCA_009877105.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_009877105.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_009877105.1,X_et,0.8
FW_AS_rep_2,GCA_009877105.1,X_lac,0.39166666666666666
FW_AS_rep_2,GCA_018437055.1,X_ch,1.0
FW_AS_rep_2,GCA_018437055.1,X_pr,0.6363636363636364
FW_AS_rep_2,GCA_018437055.1,X_li,0.4166666666666667
FW_AS_rep_2,GCA_018437055.1,X_su,0.7692307692307693
FW_AS_rep_2,GCA_018437055.1,X_aa,0.8
FW_AS_rep_2,GCA_018437055.1,X_fa,0.38628
FW_AS_rep_2,GCA_018437055.1,X_ac_et,0.0
FW_AS_rep_2,GCA_018437055.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_018437055.1,X_chain_et,0.0
FW_AS_rep_2,GCA_018437055.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_018437055.1,X_VFA_deg,1.0
FW_AS_rep_2,GCA_018437055.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_018437055.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_018437055.1,X_et,0.8
FW_AS_rep_2,GCA_018437055.1,X_lac,0.39166666666666666
FW_AS_rep_2,GCA_033811395.1,X_ch,0.7142857142857143
FW_AS_rep_2,GCA_033811395.1,X_pr,0.47058823529411764
FW_AS_rep_2,GCA_033811395.1,X_li,0.6666666666666666
FW_AS_rep_2,GCA_033811395.1,X_su,0.2971384615384616
FW_AS_rep_2,GCA_033811395.1,X_aa,0.7
FW_AS_rep_2,GCA_033811395.1,X_fa,1.0
FW_AS_rep_2,GCA_033811395.1,X_ac_et,0.8666666666666667
FW_AS_rep_2,GCA_033811395.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_033811395.1,X_chain_et,0.8461538461538461
FW_AS_rep_2,GCA_033811395.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_033811395.1,X_VFA_deg,1.0
FW_AS_rep_2,GCA_033811395.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_033811395.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_033811395.1,X_et,0.6
FW_AS_rep_2,GCA_033811395.1,X_lac,0.4895833333333333
FW_AS_rep_2,GCA_022840265.1,X_ch,0.1952678571428572
FW_AS_rep_2,GCA_022840265.1,X_pr,0.7058823529411765
FW_AS_rep_2,GCA_022840265.1,X_li,0.3333333333333333
FW_AS_rep_2,GCA_022840265.1,X_su,0.44448232323232323
FW_AS_rep_2,GCA_022840265.1,X_aa,0.9
FW_AS_rep_2,GCA_022840265.1,X_fa,0.38628
FW_AS_rep_2,GCA_022840265.1,X_ac_et,0.0
FW_AS_rep_2,GCA_022840265.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_022840265.1,X_chain_et,0.0
FW_AS_rep_2,GCA_022840265.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_022840265.1,X_VFA_deg,0.36341517857142863
FW_AS_rep_2,GCA_022840265.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_022840265.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_022840265.1,X_et,0.8
FW_AS_rep_2,GCA_022840265.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_035361655.1,X_ch,0.8571428571428571
FW_AS_rep_2,GCA_035361655.1,X_pr,0.1922727272727273
FW_AS_rep_2,GCA_035361655.1,X_li,0.0
FW_AS_rep_2,GCA_035361655.1,X_su,0.31748737373737373
FW_AS_rep_2,GCA_035361655.1,X_aa,0.18408333333333332
FW_AS_rep_2,GCA_035361655.1,X_fa,0.38628
FW_AS_rep_2,GCA_035361655.1,X_ac_et,0.7333333333333333
FW_AS_rep_2,GCA_035361655.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_035361655.1,X_chain_et,0.0
FW_AS_rep_2,GCA_035361655.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_035361655.1,X_VFA_deg,0.6979166666666667
FW_AS_rep_2,GCA_035361655.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_035361655.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_035361655.1,X_et,0.7
FW_AS_rep_2,GCA_035361655.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_022840855.1,X_ch,1.0
FW_AS_rep_2,GCA_022840855.1,X_pr,0.6363636363636364
FW_AS_rep_2,GCA_022840855.1,X_li,0.5833333333333334
FW_AS_rep_2,GCA_022840855.1,X_su,0.6484848484848486
FW_AS_rep_2,GCA_022840855.1,X_aa,0.8
FW_AS_rep_2,GCA_022840855.1,X_fa,0.38628
FW_AS_rep_2,GCA_022840855.1,X_ac_et,0.0
FW_AS_rep_2,GCA_022840855.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_022840855.1,X_chain_et,0.0
FW_AS_rep_2,GCA_022840855.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_022840855.1,X_VFA_deg,0.5459179687499999
FW_AS_rep_2,GCA_022840855.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_022840855.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_022840855.1,X_et,0.8
FW_AS_rep_2,GCA_022840855.1,X_lac,0.4895833333333333
FW_AS_rep_2,GCA_029565215.1,X_ch,0.06508928571428572
FW_AS_rep_2,GCA_029565215.1,X_pr,0.9411764705882353
FW_AS_rep_2,GCA_029565215.1,X_li,0.0759375
FW_AS_rep_2,GCA_029565215.1,X_su,0.7272727272727273
FW_AS_rep_2,GCA_029565215.1,X_aa,0.8
FW_AS_rep_2,GCA_029565215.1,X_fa,0.38628
FW_AS_rep_2,GCA_029565215.1,X_ac_et,0.0
FW_AS_rep_2,GCA_029565215.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_029565215.1,X_chain_et,0.0
FW_AS_rep_2,GCA_029565215.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_029565215.1,X_VFA_deg,0.853125
FW_AS_rep_2,GCA_029565215.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_029565215.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_029565215.1,X_et,0.7
FW_AS_rep_2,GCA_029565215.1,X_lac,0.39166666666666666
FW_AS_rep_2,GCA_002316295.1,X_ch,0.1952678571428572
FW_AS_rep_2,GCA_002316295.1,X_pr,0.4174810606060606
FW_AS_rep_2,GCA_002316295.1,X_li,0.5
FW_AS_rep_2,GCA_002316295.1,X_su,0.3984615384615384
FW_AS_rep_2,GCA_002316295.1,X_aa,0.9
FW_AS_rep_2,GCA_002316295.1,X_fa,1.0
FW_AS_rep_2,GCA_002316295.1,X_ac_et,0.8
FW_AS_rep_2,GCA_002316295.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_002316295.1,X_chain_et,0.9230769230769231
FW_AS_rep_2,GCA_002316295.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_002316295.1,X_VFA_deg,1.0
FW_AS_rep_2,GCA_002316295.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_002316295.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_002316295.1,X_et,0.6
FW_AS_rep_2,GCA_002316295.1,X_lac,0.4895833333333333
FW_AS_rep_2,GCA_033810415.1,X_ch,0.0
FW_AS_rep_2,GCA_033810415.1,X_pr,0.5882352941176471
FW_AS_rep_2,GCA_033810415.1,X_li,0.0759375
FW_AS_rep_2,GCA_033810415.1,X_su,0.2971384615384616
FW_AS_rep_2,GCA_033810415.1,X_aa,0.5
FW_AS_rep_2,GCA_033810415.1,X_fa,0.046079999999999996
FW_AS_rep_2,GCA_033810415.1,X_ac_et,0.0
FW_AS_rep_2,GCA_033810415.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_033810415.1,X_chain_et,0.0
FW_AS_rep_2,GCA_033810415.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_033810415.1,X_VFA_deg,0.40715959821428577
FW_AS_rep_2,GCA_033810415.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_033810415.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_033810415.1,X_et,0.03211111111111111
FW_AS_rep_2,GCA_033810415.1,X_lac,1.0
FW_AS_rep_2,GCA_022837705.1,X_ch,1.0
FW_AS_rep_2,GCA_022837705.1,X_pr,0.47058823529411764
FW_AS_rep_2,GCA_022837705.1,X_li,0.4166666666666667
FW_AS_rep_2,GCA_022837705.1,X_su,0.8461538461538461
FW_AS_rep_2,GCA_022837705.1,X_aa,0.6
FW_AS_rep_2,GCA_022837705.1,X_fa,0.6960000000000001
FW_AS_rep_2,GCA_022837705.1,X_ac_et,0.0
FW_AS_rep_2,GCA_022837705.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_022837705.1,X_chain_et,0.0
FW_AS_rep_2,GCA_022837705.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_022837705.1,X_VFA_deg,0.7178571428571429
FW_AS_rep_2,GCA_022837705.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_022837705.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_022837705.1,X_et,0.39166666666666666
FW_AS_rep_2,GCA_022837705.1,X_lac,1.0
FW_AS_rep_2,GCA_963709485.1,X_ch,0.06508928571428572
FW_AS_rep_2,GCA_963709485.1,X_pr,0.6363636363636364
FW_AS_rep_2,GCA_963709485.1,X_li,0.5
FW_AS_rep_2,GCA_963709485.1,X_su,0.31748737373737373
FW_AS_rep_2,GCA_963709485.1,X_aa,0.9
FW_AS_rep_2,GCA_963709485.1,X_fa,1.0
FW_AS_rep_2,GCA_963709485.1,X_ac_et,0.9333333333333333
FW_AS_rep_2,GCA_963709485.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_963709485.1,X_chain_et,0.9230769230769231
FW_AS_rep_2,GCA_963709485.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_963709485.1,X_VFA_deg,1.0
FW_AS_rep_2,GCA_963709485.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_963709485.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_963709485.1,X_et,0.8
FW_AS_rep_2,GCA_963709485.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_022708185.1,X_ch,1.0
FW_AS_rep_2,GCA_022708185.1,X_pr,0.4117647058823529
FW_AS_rep_2,GCA_022708185.1,X_li,0.5833333333333334
FW_AS_rep_2,GCA_022708185.1,X_su,0.8461538461538461
FW_AS_rep_2,GCA_022708185.1,X_aa,0.8
FW_AS_rep_2,GCA_022708185.1,X_fa,0.38628
FW_AS_rep_2,GCA_022708185.1,X_ac_et,0.0
FW_AS_rep_2,GCA_022708185.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_022708185.1,X_chain_et,0.0
FW_AS_rep_2,GCA_022708185.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_022708185.1,X_VFA_deg,1.0
FW_AS_rep_2,GCA_022708185.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_022708185.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_022708185.1,X_et,0.8
FW_AS_rep_2,GCA_022708185.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_044223705.1,X_ch,0.7142857142857143
FW_AS_rep_2,GCA_044223705.1,X_pr,0.8235294117647058
FW_AS_rep_2,GCA_044223705.1,X_li,0.5
FW_AS_rep_2,GCA_044223705.1,X_su,0.6692307692307693
FW_AS_rep_2,GCA_044223705.1,X_aa,1.0
FW_AS_rep_2,GCA_044223705.1,X_fa,1.0
FW_AS_rep_2,GCA_044223705.1,X_ac_et,0.9333333333333333
FW_AS_rep_2,GCA_044223705.1,X_ac_lac,0.0
FW_AS_rep_2,GCA_044223705.1,X_chain_et,0.0
FW_AS_rep_2,GCA_044223705.1,X_chain_lac,0.0
FW_AS_rep_2,GCA_044223705.1,X_VFA_deg,0.853125
FW_AS_rep_2,GCA_044223705.1,X_Me_ac,0.0
FW_AS_rep_2,GCA_044223705.1,X_Me_CO2,0.0
FW_AS_rep_2,GCA_044223705.1,X_et,0.9
FW_AS_rep_2,GCA_044223705.1,X_lac,0.23010416666666667
FW_AS_rep_2,GCA_022708655.1,X_ch,1.0
FW_AS_rep_2,GCA_022708655.1,X_pr,0.6363636363636364
FW_AS_rep_2,GCA_022708655.1,X_li,0.16875
