sample,genome_id,group,value
FW_TWAS_rep_2,GCA_044230475.1,X_ch,0.03283203125
FW_TWAS_rep_2,GCA_044230475.1,X_pr,0.8235294117647058
FW_TWAS_rep_2,GCA_044230475.1,X_li,0.5
FW_TWAS_rep_2,GCA_044230475.1,X_su,0.6484848484848486
FW_TWAS_rep_2,GCA_044230475.1,X_aa,1.0
FW_TWAS_rep_2,GCA_044230475.1,X_fa,1.0
FW_TWAS_rep_2,GCA_044230475.1,X_ac_et,0.9333333333333333
FW_TWAS_rep_2,GCA_044230475.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_044230475.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_044230475.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_044230475.1,X_VFA_deg,0.853125
FW_TWAS_rep_2,GCA_044230475.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_044230475.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_044230475.1,X_et,0.9
FW_TWAS_rep_2,GCA_044230475.1,X_lac,0.23010416666666667
FW_TWAS_rep_2,GCF_002978245.1,X_ch,0.8571428571428571
FW_TWAS_rep_2,GCF_002978245.1,X_pr,0.9411764705882353
FW_TWAS_rep_2,GCF_002978245.1,X_li,0.75
FW_TWAS_rep_2,GCF_002978245.1,X_su,0.9230769230769231
FW_TWAS_rep_2,GCF_002978245.1,X_aa,0.8
FW_TWAS_rep_2,GCF_002978245.1,X_fa,0.9
FW_TWAS_rep_2,GCF_002978245.1,X_ac_et,0.0
FW_TWAS_rep_2,GCF_002978245.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCF_002978245.1,X_chain_et,0.0
FW_TWAS_rep_2,GCF_002978245.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCF_002978245.1,X_VFA_deg,0.8421875
FW_TWAS_rep_2,GCF_002978245.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCF_002978245.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCF_002978245.1,X_et,1.0
FW_TWAS_rep_2,GCF_002978245.1,X_lac,0.23010416666666667
FW_TWAS_rep_2,GCA_963736865.1,X_ch,0.1952678571428572
FW_TWAS_rep_2,GCA_963736865.1,X_pr,0.8181818181818182
FW_TWAS_rep_2,GCA_963736865.1,X_li,0.75
FW_TWAS_rep_2,GCA_963736865.1,X_su,0.5674242424242425
FW_TWAS_rep_2,GCA_963736865.1,X_aa,0.8
FW_TWAS_rep_2,GCA_963736865.1,X_fa,1.0
FW_TWAS_rep_2,GCA_963736865.1,X_ac_et,0.9333333333333333
FW_TWAS_rep_2,GCA_963736865.1,X_ac_lac,1.0
FW_TWAS_rep_2,GCA_963736865.1,X_chain_et,0.9230769230769231
FW_TWAS_rep_2,GCA_963736865.1,X_chain_lac,1.0
FW_TWAS_rep_2,GCA_963736865.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_963736865.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_963736865.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_963736865.1,X_et,0.8
FW_TWAS_rep_2,GCA_963736865.1,X_lac,1.0
FW_TWAS_rep_2,GCA_044238845.1,X_ch,0.06508928571428572
FW_TWAS_rep_2,GCA_044238845.1,X_pr,1.0
FW_TWAS_rep_2,GCA_044238845.1,X_li,0.5833333333333334
FW_TWAS_rep_2,GCA_044238845.1,X_su,0.2971384615384616
FW_TWAS_rep_2,GCA_044238845.1,X_aa,0.705
FW_TWAS_rep_2,GCA_044238845.1,X_fa,0.9
FW_TWAS_rep_2,GCA_044238845.1,X_ac_et,0.0
FW_TWAS_rep_2,GCA_044238845.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_044238845.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_044238845.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_044238845.1,X_VFA_deg,0.7874999999999999
FW_TWAS_rep_2,GCA_044238845.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_044238845.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_044238845.1,X_et,0.9
FW_TWAS_rep_2,GCA_044238845.1,X_lac,0.0
FW_TWAS_rep_2,GCA_963779235.1,X_ch,0.7142857142857143
FW_TWAS_rep_2,GCA_963779235.1,X_pr,0.7647058823529411
FW_TWAS_rep_2,GCA_963779235.1,X_li,0.8333333333333334
FW_TWAS_rep_2,GCA_963779235.1,X_su,0.46578461538461546
FW_TWAS_rep_2,GCA_963779235.1,X_aa,0.705
FW_TWAS_rep_2,GCA_963779235.1,X_fa,1.0
FW_TWAS_rep_2,GCA_963779235.1,X_ac_et,1.0
FW_TWAS_rep_2,GCA_963779235.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_963779235.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_963779235.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_963779235.1,X_VFA_deg,0.8421875
FW_TWAS_rep_2,GCA_963779235.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_963779235.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_963779235.1,X_et,1.0
FW_TWAS_rep_2,GCA_963779235.1,X_lac,0.11097222222222222
FW_TWAS_rep_2,GCA_943370345.1,X_ch,1.0
FW_TWAS_rep_2,GCA_943370345.1,X_pr,0.9090909090909091
FW_TWAS_rep_2,GCA_943370345.1,X_li,0.5833333333333334
FW_TWAS_rep_2,GCA_943370345.1,X_su,0.6692307692307693
FW_TWAS_rep_2,GCA_943370345.1,X_aa,1.0
FW_TWAS_rep_2,GCA_943370345.1,X_fa,1.0
FW_TWAS_rep_2,GCA_943370345.1,X_ac_et,0.8666666666666667
FW_TWAS_rep_2,GCA_943370345.1,X_ac_lac,0.9375
FW_TWAS_rep_2,GCA_943370345.1,X_chain_et,0.9230769230769231
FW_TWAS_rep_2,GCA_943370345.1,X_chain_lac,1.0
FW_TWAS_rep_2,GCA_943370345.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_943370345.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_943370345.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_943370345.1,X_et,0.7
FW_TWAS_rep_2,GCA_943370345.1,X_lac,1.0
FW_TWAS_rep_2,GCA_031972215.1,X_ch,0.040138888888888884
FW_TWAS_rep_2,GCA_031972215.1,X_pr,0.27647058823529413
FW_TWAS_rep_2,GCA_031972215.1,X_li,0.0759375
FW_TWAS_rep_2,GCA_031972215.1,X_su,0.05838383838383838
FW_TWAS_rep_2,GCA_031972215.1,X_aa,0.31333333333333335
FW_TWAS_rep_2,GCA_031972215.1,X_fa,0.0
FW_TWAS_rep_2,GCA_031972215.1,X_ac_et,0.0
FW_TWAS_rep_2,GCA_031972215.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_031972215.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_031972215.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_031972215.1,X_VFA_deg,0.01591517857142857
FW_TWAS_rep_2,GCA_031972215.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_031972215.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_031972215.1,X_et,0.03211111111111111
FW_TWAS_rep_2,GCA_031972215.1,X_lac,0.0
FW_TWAS_rep_2,GCA_937898325.1,X_ch,0.8571428571428571
FW_TWAS_rep_2,GCA_937898325.1,X_pr,0.7647058823529411
FW_TWAS_rep_2,GCA_937898325.1,X_li,0.4166666666666667
FW_TWAS_rep_2,GCA_937898325.1,X_su,0.9090909090909091
FW_TWAS_rep_2,GCA_937898325.1,X_aa,1.0
FW_TWAS_rep_2,GCA_937898325.1,X_fa,0.2738
FW_TWAS_rep_2,GCA_937898325.1,X_ac_et,0.0
FW_TWAS_rep_2,GCA_937898325.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_937898325.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_937898325.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_937898325.1,X_VFA_deg,0.628125
FW_TWAS_rep_2,GCA_937898325.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_937898325.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_937898325.1,X_et,0.7
FW_TWAS_rep_2,GCA_937898325.1,X_lac,0.23010416666666667
FW_TWAS_rep_2,GCA_044227805.1,X_ch,1.0
FW_TWAS_rep_2,GCA_044227805.1,X_pr,1.0
FW_TWAS_rep_2,GCA_044227805.1,X_li,0.3333333333333333
FW_TWAS_rep_2,GCA_044227805.1,X_su,0.6484848484848486
FW_TWAS_rep_2,GCA_044227805.1,X_aa,1.0
FW_TWAS_rep_2,GCA_044227805.1,X_fa,1.0
FW_TWAS_rep_2,GCA_044227805.1,X_ac_et,0.8666666666666667
FW_TWAS_rep_2,GCA_044227805.1,X_ac_lac,0.9375
FW_TWAS_rep_2,GCA_044227805.1,X_chain_et,0.9230769230769231
FW_TWAS_rep_2,GCA_044227805.1,X_chain_lac,1.0
FW_TWAS_rep_2,GCA_044227805.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_044227805.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_044227805.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_044227805.1,X_et,0.7
FW_TWAS_rep_2,GCA_044227805.1,X_lac,1.0
FW_TWAS_rep_2,GCA_005518185.1,X_ch,0.8571428571428571
FW_TWAS_rep_2,GCA_005518185.1,X_pr,0.7272727272727273
FW_TWAS_rep_2,GCA_005518185.1,X_li,0.5833333333333334
FW_TWAS_rep_2,GCA_005518185.1,X_su,0.6023076923076923
FW_TWAS_rep_2,GCA_005518185.1,X_aa,0.705
FW_TWAS_rep_2,GCA_005518185.1,X_fa,1.0
FW_TWAS_rep_2,GCA_005518185.1,X_ac_et,0.9333333333333333
FW_TWAS_rep_2,GCA_005518185.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_005518185.1,X_chain_et,1.0
FW_TWAS_rep_2,GCA_005518185.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_005518185.1,X_VFA_deg,0.9285714285714286
FW_TWAS_rep_2,GCA_005518185.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_005518185.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_005518185.1,X_et,0.9
FW_TWAS_rep_2,GCA_005518185.1,X_lac,0.0
FW_TWAS_rep_2,GCA_048499395.1,X_ch,0.8571428571428571
FW_TWAS_rep_2,GCA_048499395.1,X_pr,0.9090909090909091
FW_TWAS_rep_2,GCA_048499395.1,X_li,0.5833333333333334
FW_TWAS_rep_2,GCA_048499395.1,X_su,0.8461538461538461
FW_TWAS_rep_2,GCA_048499395.1,X_aa,1.0
FW_TWAS_rep_2,GCA_048499395.1,X_fa,1.0
FW_TWAS_rep_2,GCA_048499395.1,X_ac_et,1.0
FW_TWAS_rep_2,GCA_048499395.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_048499395.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_048499395.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_048499395.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_048499395.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_048499395.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_048499395.1,X_et,1.0
FW_TWAS_rep_2,GCA_048499395.1,X_lac,0.4895833333333333
FW_TWAS_rep_2,GCA_041910895.1,X_ch,0.06508928571428572
FW_TWAS_rep_2,GCA_041910895.1,X_pr,0.6470588235294118
FW_TWAS_rep_2,GCA_041910895.1,X_li,0.75
FW_TWAS_rep_2,GCA_041910895.1,X_su,0.7692307692307693
FW_TWAS_rep_2,GCA_041910895.1,X_aa,0.705
FW_TWAS_rep_2,GCA_041910895.1,X_fa,1.0
FW_TWAS_rep_2,GCA_041910895.1,X_ac_et,0.9333333333333333
FW_TWAS_rep_2,GCA_041910895.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_041910895.1,X_chain_et,1.0
FW_TWAS_rep_2,GCA_041910895.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_041910895.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_041910895.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_041910895.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_041910895.1,X_et,0.9
FW_TWAS_rep_2,GCA_041910895.1,X_lac,0.040138888888888884
FW_TWAS_rep_2,GCA_027492415.1,X_ch,0.06508928571428572
FW_TWAS_rep_2,GCA_027492415.1,X_pr,0.6470588235294118
FW_TWAS_rep_2,GCA_027492415.1,X_li,0.3333333333333333
FW_TWAS_rep_2,GCA_027492415.1,X_su,0.48636363636363633
FW_TWAS_rep_2,GCA_027492415.1,X_aa,0.7
FW_TWAS_rep_2,GCA_027492415.1,X_fa,1.0
FW_TWAS_rep_2,GCA_027492415.1,X_ac_et,0.9333333333333333
FW_TWAS_rep_2,GCA_027492415.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_027492415.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_027492415.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_027492415.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_027492415.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_027492415.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_027492415.1,X_et,0.9
FW_TWAS_rep_2,GCA_027492415.1,X_lac,0.23010416666666667
FW_TWAS_rep_2,GCA_963695105.1,X_ch,0.7142857142857143
FW_TWAS_rep_2,GCA_963695105.1,X_pr,0.6470588235294118
FW_TWAS_rep_2,GCA_963695105.1,X_li,0.75
FW_TWAS_rep_2,GCA_963695105.1,X_su,0.6484848484848486
FW_TWAS_rep_2,GCA_963695105.1,X_aa,0.7
FW_TWAS_rep_2,GCA_963695105.1,X_fa,1.0
FW_TWAS_rep_2,GCA_963695105.1,X_ac_et,0.9333333333333333
FW_TWAS_rep_2,GCA_963695105.1,X_ac_lac,1.0
FW_TWAS_rep_2,GCA_963695105.1,X_chain_et,0.9230769230769231
FW_TWAS_rep_2,GCA_963695105.1,X_chain_lac,1.0
FW_TWAS_rep_2,GCA_963695105.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_963695105.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_963695105.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_963695105.1,X_et,0.8
FW_TWAS_rep_2,GCA_963695105.1,X_lac,1.0
FW_TWAS_rep_2,GCA_044227005.1,X_ch,0.7142857142857143
FW_TWAS_rep_2,GCA_044227005.1,X_pr,0.8181818181818182
FW_TWAS_rep_2,GCA_044227005.1,X_li,0.5833333333333334
FW_TWAS_rep_2,GCA_044227005.1,X_su,0.7361538461538462
FW_TWAS_rep_2,GCA_044227005.1,X_aa,0.7
FW_TWAS_rep_2,GCA_044227005.1,X_fa,1.0
FW_TWAS_rep_2,GCA_044227005.1,X_ac_et,0.9333333333333333
FW_TWAS_rep_2,GCA_044227005.1,X_ac_lac,0.9375
FW_TWAS_rep_2,GCA_044227005.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_044227005.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_044227005.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_044227005.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_044227005.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_044227005.1,X_et,0.9
FW_TWAS_rep_2,GCA_044227005.1,X_lac,1.0
FW_TWAS_rep_2,GCA_964527785.1,X_ch,0.06508928571428572
FW_TWAS_rep_2,GCA_964527785.1,X_pr,0.6470588235294118
FW_TWAS_rep_2,GCA_964527785.1,X_li,0.75
FW_TWAS_rep_2,GCA_964527785.1,X_su,0.48636363636363633
FW_TWAS_rep_2,GCA_964527785.1,X_aa,0.9
FW_TWAS_rep_2,GCA_964527785.1,X_fa,1.0
FW_TWAS_rep_2,GCA_964527785.1,X_ac_et,0.8666666666666667
FW_TWAS_rep_2,GCA_964527785.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_964527785.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_964527785.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_964527785.1,X_VFA_deg,0.853125
FW_TWAS_rep_2,GCA_964527785.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_964527785.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_964527785.1,X_et,0.7
FW_TWAS_rep_2,GCA_964527785.1,X_lac,0.08027777777777777
FW_TWAS_rep_2,GCA_044229175.1,X_ch,0.11390625000000001
FW_TWAS_rep_2,GCA_044229175.1,X_pr,0.8823529411764706
FW_TWAS_rep_2,GCA_044229175.1,X_li,0.8333333333333334
FW_TWAS_rep_2,GCA_044229175.1,X_su,0.6692307692307693
FW_TWAS_rep_2,GCA_044229175.1,X_aa,1.0
FW_TWAS_rep_2,GCA_044229175.1,X_fa,1.0
FW_TWAS_rep_2,GCA_044229175.1,X_ac_et,0.9333333333333333
FW_TWAS_rep_2,GCA_044229175.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_044229175.1,X_chain_et,1.0
FW_TWAS_rep_2,GCA_044229175.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_044229175.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_044229175.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_044229175.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_044229175.1,X_et,0.9
FW_TWAS_rep_2,GCA_044229175.1,X_lac,0.39166666666666666
FW_TWAS_rep_2,GCA_963748985.1,X_ch,0.7142857142857143
FW_TWAS_rep_2,GCA_963748985.1,X_pr,0.7647058823529411
FW_TWAS_rep_2,GCA_963748985.1,X_li,0.5
FW_TWAS_rep_2,GCA_963748985.1,X_su,0.8461538461538461
FW_TWAS_rep_2,GCA_963748985.1,X_aa,1.0
FW_TWAS_rep_2,GCA_963748985.1,X_fa,0.9
FW_TWAS_rep_2,GCA_963748985.1,X_ac_et,0.0
FW_TWAS_rep_2,GCA_963748985.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_963748985.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_963748985.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_963748985.1,X_VFA_deg,0.853125
FW_TWAS_rep_2,GCA_963748985.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_963748985.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_963748985.1,X_et,0.9
FW_TWAS_rep_2,GCA_963748985.1,X_lac,0.39166666666666666
FW_TWAS_rep_2,GCA_044224815.1,X_ch,0.7142857142857143
FW_TWAS_rep_2,GCA_044224815.1,X_pr,1.0
FW_TWAS_rep_2,GCA_044224815.1,X_li,0.75
FW_TWAS_rep_2,GCA_044224815.1,X_su,0.7272727272727273
FW_TWAS_rep_2,GCA_044224815.1,X_aa,1.0
FW_TWAS_rep_2,GCA_044224815.1,X_fa,1.0
FW_TWAS_rep_2,GCA_044224815.1,X_ac_et,0.8666666666666667
FW_TWAS_rep_2,GCA_044224815.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_044224815.1,X_chain_et,0.9230769230769231
FW_TWAS_rep_2,GCA_044224815.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_044224815.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_044224815.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_044224815.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_044224815.1,X_et,0.7
FW_TWAS_rep_2,GCA_044224815.1,X_lac,0.39166666666666666
FW_TWAS_rep_2,GCA_937869105.1,X_ch,1.0
FW_TWAS_rep_2,GCA_937869105.1,X_pr,0.7272727272727273
FW_TWAS_rep_2,GCA_937869105.1,X_li,0.75
FW_TWAS_rep_2,GCA_937869105.1,X_su,0.8461538461538461
FW_TWAS_rep_2,GCA_937869105.1,X_aa,0.8
FW_TWAS_rep_2,GCA_937869105.1,X_fa,1.0
FW_TWAS_rep_2,GCA_937869105.1,X_ac_et,1.0
FW_TWAS_rep_2,GCA_937869105.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_937869105.1,X_chain_et,1.0
FW_TWAS_rep_2,GCA_937869105.1,X_chain_lac,0.0
FW_TWAS_rep_2,GCA_937869105.1,X_VFA_deg,1.0
FW_TWAS_rep_2,GCA_937869105.1,X_Me_ac,0.0
FW_TWAS_rep_2,GCA_937869105.1,X_Me_CO2,0.0
FW_TWAS_rep_2,GCA_937869105.1,X_et,1.0
FW_TWAS_rep_2,GCA_937869105.1,X_lac,0.39166666666666666
FW_TWAS_rep_2,GCA_963814475.1,X_ch,0.06508928571428572
FW_TWAS_rep_2,GCA_963814475.1,X_pr,1.0
FW_TWAS_rep_2,GCA_963814475.1,X_li,0.6666666666666666
FW_TWAS_rep_2,GCA_963814475.1,X_su,0.12426136363636364
FW_TWAS_rep_2,GCA_963814475.1,X_aa,0.8
FW_TWAS_rep_2,GCA_963814475.1,X_fa,1.0
FW_TWAS_rep_2,GCA_963814475.1,X_ac_et,0.0
FW_TWAS_rep_2,GCA_963814475.1,X_ac_lac,0.0
FW_TWAS_rep_2,GCA_963814475.1,X_chain_et,0.0
FW_TWAS_rep_2,GCA_963814475.1,X_chain_lac,0.0
